prompt,true_suffix,response
", ""Oh, have you heard about this great new thing, it's called identity politics?""! They're talking about 
justice
, and 
representation
—'
'And survival,' someone said.
'And 
survival
,' Amber said. There was a flurry of nodding.
'But I'm not against any of those things,' Tony said. 'Not at all. That's not my point.'
'Maybe it's 
you
 who's still inside the paradigm,' Amber said, with growing confidence. 'Maybe you'd always taken it for granted that you were going to come out on top in the quote-unquote 
marketplace of ideas
 or whatever, but now these spaces that 
you've
 always monopolised have been opened up—'
'No, that's not what this is about—'
'And all sorts of people who have traditionally been excluded are now being let in and given a voice, and they're pushing 
you
 out and reducing 
your
 airtime, and threatening 
your
 privilege, and you're","like, hey, guys, the world is so capitalist, everything's a marketplace, that's so terrible, and we're all like, yeah, we 
know
, it's a system that 
you
 created, so why should we listen to you any more? About 
anything
? Because guess what, Tony, 
times have changed!
'
Around the room, people were snapping their fingers and voicing their assent.
'Hey, I'm not arguing for the status quo here,' Tony said, putting up his","not used to that, and you're not used to having to share, and you're not used to having to listen, and you're not used to having to be accountable, and you're not used to having to be responsible, and you're not used to having to be held to account, and you're not used to having to be responsible, and you're not used to having to be held to account, and you're not used to having to be responsible, and you're not used to having to be held to account, and you're not used to having to be"
"flush of guilt, first at the word 'capitalist', and then again at 'solidarity'. She glanced at Tony, but his expression was impassive. He was still staring at his shoes.
Mira's was the first proposal to be tabled, and after setting a time frame for the discussion, Katie gave her the floor.
'Okay, well, hi, kia ora tātou,' Mira said, looking around. 'So, as some of you know, I've just come back from Thorndike, down by the Korowai Pass where there was that landslide recently?'
Shelley felt another flush of guilt to observe that Mira seemed, unusually, a little nervous. Tony hadn't moved.
'While I was down there,' Mira went on, 'I met this guy, kind of by accident, this American guy, and as we got to talking, he sort of expressed an interest in who we are and what we do, and – this sounds a bit strange, but – he's offered to give us some funding. Like, to help us to become a proper not-for-profit type","of organisation. I mean, if that's what we want. And I guess like a kind of test, he wants to commission us to come and plant a garden on this farm, to see what we're made of, and to see if we can handle a budget and a schedule and parameters and stuff.'
She was usually more fluent than this, Shelley thought uncomfortably, and more authoritative.
'So, his offer is a hundred thousand dollars,' Mira went on, 'just cash, no strings attached, not as a contract or anything – this is just, like, a don","of thing, and to help us to get our message out there, and to help us to get more members, and to help us to get more media coverage, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to get more funding, and to help us to"
", you know,' she said. 'Guess what, you can even have a socialist business. Like an independent co-op. That's not a contradiction. 
Tony
.'
Tony shut his mouth again, crossed his arms, and resumed staring at his shoes.
'So, in terms of time frame,' Mira said, answering a question that hadn't been asked, 'it would be, like, a few months' commitment at least, starting as soon as possible in time for spring, and obviously it's not like the Korowai Pass is just down the road, so even if people can only commit for weekends and stuff, that's still a lot of driving and a lot of expense. And we'd have to have a big conversation about how to allocate the money – I mean, how much of that should go on transport and on sustaining the crew that goes down there, for example.' She was addressing Shelley again. 'But a hundred thousand bucks,' she said, 'I mean, and that's just the 
tip
 of it, that's not even the money he might actually commit. And when we're up and","running, I mean, we could give ourselves proper salaries potentially, we could go nationwide, this could be really, really big. If we wanted it to be.'
Her look was pleading, and when someone else piped up with a question – would there be accommodation at the farm? – she didn't immediately turn to face the questioner: she was searching Shelley's expression, hopefully, beseechingly … and Shelley realised with a lurch that Mira was desperate for her approval. It struck her, with a kind of wonderment, that maybe Mira had been","running, we'll be able to do a lot more than just the Korowai Pass. We'll be able to do the whole country. We'll be able to do the whole world.'
'I'm not sure I'm following,' Tony said.
'I'm not sure I am either,' Shelley said.
'I'm not sure I am either,' Mira said.
'I'm not sure I am either,' Tony said.
'I'm not sure I am either,' Mira said.
'I'm not sure I am either,' Shelle"
"
vote
!' Tony burst out, uncrossing his arms again. 'We should fucking kill him is what we should do, and call it collateral damage, like every civilian killed by fucking drone strikes in Iraq, and Yemen, and Syria—'
'Robert Lemoine is not 
personally responsible
 for—'
'Absolutely he is. Absolutely he's responsible.'
'Fucking go and kill him then,' Mira said, losing her temper at last. 'I'll give you the address. Go and kill him, since things are so fucking black and white, and you're so pure, and so ideologically consistent all the time, and everyone else is such a hypocrite, and you're so ashamed to even be here. Go.'
'All right,' said Katie. 'I think we—'
'You know you don't have to stay,' Amber put in. 'You're free to leave, you know that. Any time.'
'I think we should move on,' said Katie, firmly. Tony's expression was cold. 'I move","to make this a consensus vote,' he said. 'Not just a majority.'
'Majority 
is
 consensus,' said Mira. 'If everyone agrees to go along with a majority decision, then you've got consensus. That's how democracy works. If you have ninety-per-cent agreement on an issue, that isn't inherently more democratic than sixty-per-cent agreement. Democracy isn't about everyone voting the exact same way, it's about whether you agree to go along with the outcome of the vote 
even if","that we move on.'
'I second that,' said Amber.
'I second that,' said Mira.
'I second that,' said Shelley.
'I second that,' said Katie.
'I second that,' said Darvish.
'I second that,' said Lemoine.
'I second that,' said Tony.
'I second that,' said Mira.
'I second that,' said Shelley.
'I second that,' said Katie.
'I second that,' said Darvish.
'I second that,' said Lemoine."
"was a catastrophiser, but even so, you had to feel a little sorry for the guy. Cathy had confessed to Jill that he was taking medication for depression, and it was clear the pills were making him gain weight. Maybe, thought Sir Owen, they were going through something.
Lady Darvish had already changed the subject. She'd meant to tell them, she said, that she'd driven past their old house in Masterton the other day, and the new owners had knocked out the front fence and built a garage, right smack in front of the lounge window. Had they seen it? Talk about lose a room to gain a room – it was such a shame; it didn't suit the property one bit. Mark muttered something about useless amateurs, and Cathy said, 'Here we go,' because nothing got Mark going like people who thought that they could learn a trade by watching videos on YouTube, and in seconds Mark had perked up again and was telling a story that he'd told the Darvishes before. Jill was good like that: she could always find a way, with perfect plausible den","iability, of nursing someone's ego back to health, and as Sir Owen chose another truffle from the chocolate box, he reflected that if there was one thing these dinner parties really did have going for them, it was to remind him that he didn't envy other people's marriages one bit.
His mind wandered over the chores he'd set himself to do that weekend. The Audi needed to be taken in for servicing; the LPG tank on the barbecue was dry; the kitchen knives could do with being sh","iability, to get Mark to talk about himself.
'So I'm in the middle of this job,' Mark was saying, 'and I'm thinking, I'm going to have to do this all over again, and I'm thinking, I'm going to have to do this all over again, and I'm thinking, I'm going to have to do this all over again, and I'm thinking, I'm going to have to do this all over again, and I'm thinking, I'm going to have to do this all over again, and I'm"
"He put up his hands. 'Well, this wasn't me,' he said. 'Let the record show: I kept my mouth shut. I was a good boy.' But suddenly he felt like laughing, for the truth was, he'd been on the verge of telling them himself. Another crack from Mark was all it would have taken – he knew it. Maybe she did, too.
'They can keep a secret,' said Lady Darvish, still in the same voice. 'I mean, for heaven's sake.'
'Well, this is awfully mysterious,' said Cathy.
Mark was frowning. 'So what's the secret?' he said. 'You sold the farm?'
'All this melodrama,' said Lady Darvish. 'It's ridiculous, really. Yes, we've had an offer. From someone who's seen a few too many James Bond movies in his life, let's put it that way.'
'You can't say who it is?'
Lady Darvish hesitated. 'Maybe we shouldn't.' She looked queryingly at Sir Owen, who just shrugged, mask","ing a smile.
'Developer?' said Mark.
'No, it's for a private dwelling. But he wants the whole tract, all of it, the whole subdivision. He offered on the house as well, didn't he, Owen? But we said absolutely not.'
'Kiwi?' said Mark.
'He's American,' said Lady Darvish. 'A billionaire.'
Cathy gasped.
'I know,' said Lady Darvish. 'A billionaire next door.'
'I hope you absolutely rinsed him then","ing his surprise.
'It's not a big deal,' said Lady Darvish. 'It's just that we've been asked not to say.'
'But why?' said Cathy.
'Well, it's a bit of a long story,' said Lady Darvish.
'I'm sure we'd all love to hear it,' said Sir Owen.
'I'm sure you would,' said Lady Darvish. 'But I'm not sure I'm ready to tell it yet.'
'But you're going to sell?' said C"
"a crazy last few months. The whole thing is just … I mean, with him making this incredible offer, way above, and how it's all played out, and keeping everything a secret, it's all just, he's very … how would you describe him, Owen?'
'He thinks he's God's gift to all mankind,' said Sir Owen, shortly. 'He's American,' and before Lady Darvish could agree with him, he turned to Cathy and asked about her job.
Sir Owen Darvish had never felt more acutely conscious of his nationality than he did when he was with Lemoine, and in the brief time that he had known the billionaire he had experienced two quite different forms of patriotic feeling. He was intensely proud of their association, and felt he had fulfilled a lofty duty to his country, not just in having courted foreign wealth, but in proving – in being proof – that New Zealanders could hold their own among the world's elite; to have secured not just Lemoine's business, but also his approval and his respect was, in Sir Owen's mind, a","matter of high national service, and in fond moments, when he was in the shower, or on the verge of sleep, he expressed deep gratitude towards himself from an imagined common point of view. At the same time, however, he wanted desperately to see the man cut down to size – and in this, he felt even more acutely Kiwi. He was long accustomed to regarding his country as an automatic underdog, as a righteous, plucky, decent, and fundamentally good-natured contender, unfairly disadvantaged, in any instance","triumph for the nation. He was also, however, deeply ashamed of his country, and of his fellow citizens, and of himself, and of his own family, and of his own children, and of his own grandchildren, and of his own grandchildren's children, and of his own grandchildren's grandchildren, and of his own grandchildren's great-grandchildren, and of his own grandchildren's great-great-grandchildren, and of his own grandchildren's great-great-great-grandchildren, and of his own grandchildren's great-great"
"athy, and him and the kids.'
They were quiet for a moment as they both searched.
'No,' said Lady Darvish presently. 'No connection.'
'Try Facebook.'
'I did. He's not on.'
'What if I just forward it to Robert?' said Sir Owen. 'I could forward it right now and say that I have no idea who this guy is or how he found out – which is true.'
'No,' she said. 'Don't. Just in case.'
'What, then? Should I just ignore it? Pretend—?'
'Call him,' said Lady Darvish. 'Just remember the first rule of PR.'
'What's that? Smile?'
'It's also the last rule of PR.'
He made a noise of impatience. 'What is it, Jill?'
'Say nothing.'
*The morning after the disastrous vote at Birnam Wood, Tony had awoken in his childhood bedroom with an idea for an article so fully formed in his mind that it was almost as though he'd written it already, in his sleep. The piece would be a se","aring indictment of the super-rich. He would expose, remorselessly, those hypocrites and cynics who publicly denied the catastrophe of climate change while secretly short-selling that very same position and hedging all their bets; the millionaires and billionaires who preached self-reliance while accepting vast handouts in the form of subsidies and easy credit, and who bemoaned red tape while building contractual fortresses to shield their capital from their ex-wives; the tax-dodging economic parasites who treated","aring indictment of the government's failure to address the climate crisis, and it would be published in the Guardian. He would call it 'The Climate Crisis Is a Crisis of Democracy', and he would argue that the only way to address the climate crisis was to address the democratic deficit. He would argue that the only way to address the democratic deficit was to address the climate crisis. He would argue that the only way to address the climate crisis was to address the democratic deficit. He would argue that the only way to address the democratic defic"
"?' said his mother.
'Want to know who I guessed?' said Veronica.
'No,' said Tony. 'Please don't talk.'
'You told me you had a meeting,' said Brenda.
'I 
did
 have a meeting,' said Tony. 'And it was shit, and I basically got expelled, so I went to the pub to have a drink, and I saw Rosie Demarney, and I guess I forgot I was living in Stasi fucking East Germany in fucking 1984—'
'Language,' said Brenda. 'What do you mean, expelled?'
'Just forget about it.'
'Fiona Keen,' said Veronica. 'Number one.'
'Veronica, shut up,' said Tony.
'Daisy Willetts.'
'Oh, no,' said Brenda, 'I never liked that girl.'
'Please shut up,' said Tony to Veronica.
She was grinning. 'And Mira Bunting.'
'Will you shut the fuck up?' Tony exploded, pushing his chair back from the table. 'You don't know what the fuck","you're talking about, Veronica!'
'Language!' said his mother. 'Tony!'
'I 
know,'
 said Veronica, holding up both hands. 'I 
know.
 That's what I'm 
saying. I couldn't guess
.'
'Why were you even trying to guess?' Tony said. 'What's wrong with you? Are you that sad and desperate? Texting fucking Hamish Loaker? Jesus Christ!'
'Tony!'
'Why are you embarrassed?' said Veronica. 'Rosie","you're talking about!'
'Tony,' said Brenda.
'I'm sorry,' he said, 'I'm sorry, I'm sorry, I'm sorry.' He was breathing hard. 'I'm sorry. I'm sorry. I'm sorry.'
'It's all right,' said Brenda.
'I'm sorry,' he said again.
'It's all right,' she said.
'I'm sorry,' he said.
'It's all right,' she said.
'I'm sorry,' he said."
"he'd called him up to invite him for a beer beforehand. He'd intended – it seemed so stupid now – to make it seem as though one thing had simply led to another: since he'd been out with Fink already, he'd imagined telling Mira with a shrug, he'd figured what the hell – for old time's sake – he'd tag along.
It had been a bad idea. Finn had been plainly baffled by the invitation, since he and Tony had never been that close, and Tony had been too nervous and distracted to care about trying to make the conversation flow; they had passed a stilted hour together, and he'd arrived at the hui already irritated and defensive, his stomach sour from two pints of beer, only to find that Mira wasn't even there. He had taken her lateness, irrationally, as a further sign of her cold feelings towards him; and although it hadn't escaped his notice that she had been patently astonished to see him when she'd finally arrived, he had been so worked up by that point that he'd interpreted her shock","as mere amazement that he'd had the temerity to show his face at Birnam Wood at all. Even now, he had no doubt that she and Shelley were united. Shelley could have hardly acted faster to cast her vote in Mira's favour, and he'd caught the look of sympathy and gratitude that had passed between them afterwards, which he'd experienced almost as a personal rebuke. He'd left the hui feeling comprehensively humiliated, and when Rosie Demarney tapped him on the shoulder in the queue to the bar at the Fox","as a kind of rebuke. He had been in a foul mood all evening, and had left the hui early, without saying goodbye to anyone, and had gone straight home and drunk himself into a stupor.
He had woken up the next morning with a hangover and a sense of shame and self-loathing that had only deepened as the day had gone on. He had been so angry with himself that he had barely been able to look at Mira, and had been relieved when she had left for work early, and had spent the rest of the day in a state"
"fronted parakeet was – allegedly – Owen Darvish's favourite native bird. In fact, Tony discovered, the Autonomo project was unlikely to affect the fate of this critically endangered species in the slightest, since the project was set to launch in the North Island, and the orange-fronted parakeet (like Mira, he'd had to google it) was found only in a few remaining valleys in the South – including, he read, the Korowai Basin, which lay just behind the Darvishes' – and now Lemoine's – back fence.
He opened another tab on his browser to try to find out when exactly the sale of the farm had taken place, and how much, exactly, Lemoine had paid; but to his surprise his search returned no results. The real estate listing for 1606 Korowai Pass Road had been taken down, and he could find nothing that connected Robert Lemoine with Thorndike – or, for that matter, with Owen or Jill Darvish – in any way. Combing back through the news articles about the knighthood, he noticed that although Owen Darvish","had mentioned Autonomo several times in the interviews he'd given to the press, he had never actually named Lemoine. Tony was starting to feel excited. Mira had said that Lemoine had bought the farm off-radar, but if the sale wasn't public knowledge yet, then he was looking at yet another scoop – a particularly damning one, he thought, for the decorated Owen Darvish, Knight Companion of the New Zealand Order of Merit, who played the part of Mr Fully Kiwi, Mr 100% Pure, Mr Yeah Nah","was mentioned in the first few paragraphs, he was not mentioned in the later ones, and the name of the company that he had founded, Darvish Pest Control, was not mentioned at all.
He was about to give up when he noticed that the article had been updated, and that the date of the update was the day before the knighthood ceremony. He clicked on the link, and was taken to a new page, which was headed 'Sir Owen Darvish, KNZM'. The article was a short one, and it was written in the third person, as if it were"
"holes in the bottoms of empty yogurt pots with a heated needle, and from time to time a snatch of melody from the guitar would cut through their conversation and they would all sing along in unison for a phrase or two – and then dissolve into embarrassed laughter, for at Birnam Wood such instances of unprompted and unaffected concord were always followed, Tony remembered, by a discomfiting self-consciousness, for a moment everybody feeling, squeamishly, just a tiny bit like members of a cult.
The water was boiling. He cut the flame and poured half the saucepan into a pouch of dehydrated rice and beans, which he sealed and set aside to stew. With the rest he made tea, squeezing a ribbon of sweetened condensed milk over the tea bag and stirring it with the spoon end of his all-purpose silicone utensil until the milk had dissolved and the liquid was slick and faintly iridescent in the smoky blue light of his torch. The tea bag split open when he pressed it against the","side of the pot to wring out the last of the flavour, and he was obliged to spend the next few minutes fishing out tea leaves – a task he found so enjoyably absorbing that he consciously stilled his body and slowed his breath in order to focus on it, willing himself to move only his wrist, and then only his fingertips, as he chased the little specks of darkness around the toffee-coloured surface of the liquid with the tip of his spoon.
He ate his dinner out of the pouch, drank the tea, then pe","side of the mug, and he watched the dark liquid drain out of it, like blood from a wound, and then he tipped the bag into the compost bucket and set it aside to dry.

He washed the saucepan and the mug and the spoon and the kettle and the tea bag and the milk pouch and the rice pouch and the dehydrated vegetables and the dehydrated meat and the dehydrated cheese and the dehydrated herbs and the dehydrated spices and the deh"
". Affixed to one of the sections was a lichen-spotted plastic sign that read 
'research in progress – please keep out'.
 Tony peered through the fence with mild curiosity, but he could see no clues as to what kind of research was being carried out beyond it. Maybe it was something seismological, he thought; the landslide had been triggered by a spate of earthquakes, after all.
He diverted his course uphill, keeping the fence on his left, and presently came over a little rise to find what he recognised as a trailer-mounted phone mast, still attached to the truck that had evidently hauled it there; a faint vehicle track led away through the bush and out of sight. A second trailer, a mobile home, was parked behind it. The door of the mobile home was open, and sitting on the step, smoking a cigarette, was a burly man in his forties, wearing a woollen beanie and a green zippedup fleece. He saw Tony and stood up at once.
'Kia ora,' said Tony.
'Hi there,' said the","man with trepidation. He flicked his cigarette away.
There was a little pause, each evidently waiting for the other to speak first. Then Tony nodded at the truck. 'Bit of a job driving that up here.' 'Yeah,' said the man.
'No four-wheel drive, I'm guessing?'
'Yeah, not so much.' His accent was either American or Canadian; Tony could never tell the difference, and never asked, in case he got it wrong.
'You must really need the signal,' he said.
The man gl","man.
'I’m Tony Gallo. I’m looking for Lemoine.’
The man took a drag on his cigarette and blew out a stream of smoke. 'You’re looking in the right place,’ he said.
'I’m a journalist,’ Tony said. ‘I’m writing a piece about him.’
The man nodded. ‘I’m Darvish,’ he said. ‘I’m his driver.’
‘Oh,’ said Tony. ‘Right.’
‘I’m not sure if he’s here,’ Darvish said. ‘He"
"Tony found he got a headache if he stared through the binoculars too long. He camped near the airstrip that night, and on Sunday morning he returned to the track along the ridgeline and built a cairn to mark the turn-off, in case he ever approached from there in heavy cloud again.
When the cairn was built, he ate a cold lunch of apples and cheese in a sheltered spot below the ridge, and washed it down with the last of the water he'd brought with him from the car. He was just considering where the nearest place to refill his water bottles might be when a light aircraft whined directly overhead. The plane was flying low, clearly coming in to land; it banked over the Darvish farm and then dropped out of sight behind the trees. Tony stuffed his water bottle back in his bag and hurried after it. He arrived at the fence about fifteen minutes later, panting slightly, to see that the plane had landed – its propellers were still – and the pilot was nowhere to be seen; but Tony was elated, for the registration mark on the tail was clearly legible from where","he stood. He took his fountain pen out of his pocket and wrote the letters on the back of his hand. 'Zulu Kilo Charlie Uniform Oscar,' he murmured aloud with some relish, for he had learned the phonetic alphabet at school, and he always enjoyed having a reason to recall it.
He watched the plane for almost an hour without seeing any movement, and briefly considered climbing over the fence to get a closer look; but he was rewarded for his patience when a man in a dark tracksuit finally strolled up the hill and into view. It could only be","he stood: NZ-CAR.
He was about to climb over the fence when he heard a car approaching from the direction of the farmhouse. He ducked down behind the fence and waited. The car came to a halt, and a moment later Darvish emerged from the driver's seat. He was wearing a white shirt and a tie, and he was carrying a briefcase. He looked around, and then he looked up, and then he looked down again, and then he looked up again, and then he looked down again, and then he looked up again, and"
"anow himself had been a Search & Rescue volunteer; he had died from a stroke at the age of 79, a little over five years ago, and it seemed that after his daughter and her husband had inherited the farm, the relationship with the aero club had mostly ceased. As far as Tony could discover, the aircraft ZK-CUO was the only plane to have used the strip since Taranow's death. Open-source flight logs showed that it had landed there more than a dozen times over the past few months alone.
It was getting late, and his battery was running low again. He put away his laptop and drove the short distance to the Department of Conservation campsite by the lake, wondering as he shook out his bivvy bag whether it would be worth investing in a solar-powered portable generator, if he could find such a thing available for sale. Mira would have laughed at the idea, he thought. She would have immediately gone scouting around the garages and back patios of Thorndike, and would have come back triumphant, armed with a list of addresses with unattended outdoor charge points meant for fairy lights and lawn mow","ers and power washers, or a list of names of all the soft-hearted locals she'd won over, who were willing to exchange the use of a power strip for an hour or so of light domestic chores. 'Keep your money,' she would have said, affecting a lordly magnanimity, 'put away your little coins; I give you electricity for free.' But that was the old Mira, Tony thought with bitterness as he climbed into his sleeping bag. God only knew what the new Mira – the fully funded, value-maximising, if-","ers.

He was woken in the morning by the sound of a plane overhead. He sat up and looked around, but the sky was empty. He was about to get up and go to the toilet when he heard the sound again, and this time he saw the plane, a small single-engine propeller plane, circling the lake. It was a bright, clear day, and the plane was low enough that he could see the pilot’s face, and the face of the passenger in the seat beside him. The pilot was a man, and the passenger was a woman. They were both wearing"
"of drone.'
'What?' said Tony. 'Did you say drone?'
Sir Owen made the irritated noise again. 'Sorry, Anthony,' he said. 'You'll have to talk to someone at Autonomo. That's nothing to do with us.'
'Autonomo?' said Tony. 'Wait. What do you mean, a different kind of drone?'
There was a certain kind of man who couldn't resist giving a scientific explanation when asked; Owen Darvish, it seemed, was one. 'It's called an airborne magnetic and radiometric survey,' he said, still terse, 'and they do it from way, way up. Thousands of metres up. High-flying aircraft. Geophysical mapping. Totally different to our project. Different technology, different drone, different everything.'
'I'm sorry,' Tony said, 'I'm not quite following.'
'Radiometric survey,' Sir Owen repeated. 'That's what you said.'
'No,' Tony said. 'I meant the research site in Korowai National Park. Above the landslide.'
The line","went quiet. Then Sir Owen said, 'What?'
'The radiometric survey site. Up near the pass, above the landslide.'
'I think we've got our wires crossed somewhere here,' Sir Owen said.
'I spoke to a security guard,' Tony said. 'He said it was something involving radiometric—'
'Security guard where?'
'In the national park,' Tony said. 'Right behind your back fence.'
'Sorry, mate, you're not making any sense.' 'There was a mobile phone tower and a security guard and a fence around","went quiet.
'Sir Owen?' Tony said.
'I'm here,' Sir Owen said.
'I'm sorry,' Tony said. 'I'm not sure I understand. You're saying that the research site in Korowai National Park is a different project to the one you're proposing?'
'Yes,' Sir Owen said. 'That's right.'
'But it's the same company?'
'Yes,' Sir Owen said.
'And the same technology?'
'Yes,' Sir Owen said.
'And the same drone"
". I mean, who knows? It's worth a shot, right?'
Shelley still looked doubtful. 'Sometimes people really do need to say sorry though,' she said.
'Yeah, totally, for things they've done wrong, but not in a way that, like, apologises for existing, right? I mean, how actually meaningful is that?'
'Maybe,' Shelley said, and lapsed into silence.
They were preparing a bed for carrots, having mixed the fine carrot seed with radish, which was faster-growing and would come up first and mark the rows; over the coming weeks, they'd thin the bed down to the strongest plants, eating the radishes along with the thinnings of the beets and leeks and lettuces that they'd sown already, the seedlings transplanted from their potting sheds back home. Kale was next, and peas, and onions, and potatoes in growing bags – with all the limestone around, Mira had reckoned that the tubers wouldn't thrive if planted directly in the ground – and then broccoli,","and cabbages, and herbs along the borders, and cucumbers on climbing frames … and that would take them to September, and the spring. Already the livestock pens beside the shearing shed had been transformed into a kind of patchwork hothouse, assorted panes of glass and Perspex laid across the rails, and lengths of plastic sheeting stapled to the posts against the wind. The weekend crew had brought down a trailer load of compost from the city, and they'd spent all of Saturday and Sunday digging it in; the earth was no","and then cabbage, and then cauliflower, and then brassicas, and then beans, and then tomatoes, and then cucumbers, and then eggplants, and then capsicums, and then zucchini, and then pumpkins, and then squash, and then sweet corn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetcorn, and then sweetc"
"and to what effect, but Shelley's account of the scene had been strangely unforthcoming: Tony had 'come looking for a fight', he had been 'a total swinging dick' and had spoken in a way that was 'seriously offensive'; but she had also admitted that 'nobody really took Amber's side until the very end', and that 'Tony did say some pretty confronting things actually', and that 'Amber was a dick as well', and when Mira had asked more about the substance of Tony's argument, Shelley had blushed and mumbled that it had been something to do with the market logic of relationships, but to be honest, she couldn't really remember the actual thrust.
'Hey, you know when we incorporate,' Shelley said now, 'like after Christmas, with the hundred grand?'
'You're totally changing the subject!'
'No, it's related. You know when we incorporate?'
'Yeah – if.'
'What do you think about the idea of changing our name?'
Mira looked up. 'What's wrong with Birnam Wood?' 'I was","just thinking it might make more sense if it was something Māori,' Shelley said.
'What?' Mira said. 'Why?'
'Well, like you said, this could be really big, right? And like, if this spreads outside New Zealand—'
'But don't you think it's a bit … I mean, we're not Māori.'
'Well, yeah, but we're Kiwi, and it's a Kiwi—'
'So isn't it kind of like appropriation?'
'How?' Shelley said. '","thinking we could call it something else,' Shelley said. 'Like, a different name for the company, and then we could keep Birnam Wood as the name of the project.'
'But we're not a company yet,' Mira said.
'I know, but it's just a thought. I mean, we're going to be a company, right? So we might as well think about it now.'
'I guess,' Mira said.
'I mean, I'm not saying we should change it,' Shelley said. 'I'm just saying, what do you think"
"of course, it had been a long time coming, as everybody knew, but didn't that make the timing even more cowardly on Tony's part – and, when she actually thought about it, even more cruel? – but then shaking her head, and shrugging it off, and chalking it up as a youthful misadventure, a stupid but ultimately harmless incident, and pushing down the knowledge that what really scared her more than anything was that when Tony came home, if he ever did, he would finally see her for what she feared she was, an ordinary fish in a small and rather stagnant pond.
'I actually had a couple of ideas,' Shelley said when she came back. 'For the name.'
'Oh yeah?' Mira brought the handles of the silicone bucket together so that the edge formed a spout and the water slopped out over the soil.
'Yeah. So at first I thought, okay, just a straight translation of Birnam Wood, like, ""the wood that moves"". Which is ""Te Ngahere Neke"", or ""Te Ngahere e Neke Ana"" – I mean, it'","s good, but it's a bit of a mouthful if you don't speak te reo. So then I thought, well, actually, that doesn't really capture what we really do anyway – like, the gardening element – so I came up with ""Te Māra Neke"" – the moving garden.'
'Te Māra Neke,' Mira repeated. She tipped the bucket over and watched the last of the water seep away.
'Yeah. Te Māra Neke,' Shelley said. 'What do you think?'
'I don't","s not a great name, but it's not bad. But then I thought, hang on, what if we just called it ""Te Ngahere""? Like, ""the wood""? Because it's a forest, right? And then I thought, hang on, what if we called it ""Te Ngahere o te Tōtara""? Like, ""the wood of the totara""? Because that's what it is, right? It's a totara forest. And then I thought, hang on, what if we called it ""Te Ngahere o te Tōtara o te W"
"had never spent anywhere near that amount of money in a week before, and privately she was aghast at how quickly and easily the funds had drained away. In Birnam Wood tradition, they held a horizontal catch-up meeting every evening and made sure that all significant decisions were subject to a vote, but the debates were much less involving now that they had ready cash to hand, and so far, every motion considered by the group had passed. To date, they had bought a camping fridge, and a six-burner gas barbecue, and a portable router equipped with a pop-up Internet subscription, and a solar-powered generator to charge their phones, and a trailer load of firewood for the impromptu firepit they'd dug on the lee side of the shed – and with each purchase, their camp had become a little more established, and a little more conspicuous, and a little more incriminating, in the event – Mira prayed it wouldn't happen – that the Darvishes came home. There were seven of them living at the farm for now, though as yet nobody apart from Mira and Shelley had committed to staying in","Thorndike past the end of the month. Work and family obligations had prevented most of Birnam Wood from making the trip at all; those who had been able to afford the time away were either freelancers, or temporarily out of work, or from a wealthy family, or – as was often the case – all three. Hayden Michie and Katrina Hunt, both actors, had been touring the country's prisons teaching drama to inmates, and would shortly be heading home to start rehearsals for a summer production of 
Cabaret
; A","definitely. The others were all in their twenties, and they'd come from all over the country to be there: a couple from Auckland, a couple from Wellington, a couple from Christchurch, and one from Dunedin. They'd all been recruited by Shelley, who had met them at various protests and rallies and marches and demonstrations over the past few years, and who had been impressed by their commitment to the cause, and by their willingness to take risks, and by their ability to work together as a team. They were"
"with his hand. 'I know it's burning up. And all because we're all so incredibly selfish and greedy and polluting. I know that.' He gazed across the field for a moment, smiling thoughtfully, and then said, 'Actually, this farm is where I plan to see it out. Come the apocalypse, this is where I'm going to be. I'm putting in a bunker. Right there.'
She didn't look where he was pointing. 'Congratulations,' she said.
'Thank you,' he said. 'Tell me about Birnam Wood.' She glared at him. 'Why?'
'Well,' he said, 'because I take a long position on the sharing economy, and I've never seen an organisation quite like yours before, and from what I've been able to gather from my googling' – he paused, grinning at her – 'I think it has potential. And, on a personal level, because I like your gumption. I find it appealing.'
'And?'
'And what?'
'And what's the real reason?'
He studied her with amusement.","'What makes you think there's a real reason?'
'I don't know,' Mira said. 'I guess you seem like the kind of person who'd have a secret agenda.'
'Because of what I am? Or are you taking a stab at who I am now?'
'I'm starting to form a picture.'
'God help me.'
'You're a billionaire,' Mira said. 'I'm pretty sure he already has.'
L emoine burst out laughing. 'Okay – you're right,' he said, very cheer","'I'm not sure I'm going to tell you that.'
'You're not going to tell me that,' she said.
'No,' he said. 'I'm not.'
'You're not going to tell me that,' she said again.
'No,' he said. 'I'm not.'
'You're not going to tell me that,' she said, and then she said, 'You're not going to tell me that,' and then she said, 'You're not going to tell me that,' and then she said, 'You're"
