prefix,suffix
"Nell asks, though whether the question is meant for me or Joe or Emily isn't clear.""He was a schoolteacher, wasn't he?"" Joe asks.""History,"" I say. Saint Sebastian.Joe nods again, smiles. He has redirected the topic of conversation so deftly that the girls have no idea he's done it. He crumples his napkin, picks up his silverware and plate. ""Good man,"" he says. ""Good men. Now, if you'll excuse me for a minute, I have a few things left to do in the barn while it's still light.""We don't remind him that he says this every night. We don't tell him that he's too tired already and that whatever it is he thinks he needs to do can wait. We don't tell him because he doesn't listen to us.Emily pushes back from the table. ""I'll go with you.""""Don't be crazy. I know how to check on goats."" He puts his dishes in the sink. ""You've got your story to listen to.""There was only one table read on the schedule",", and even that, I think, was for my benefit. They'd been cooling their heels in Michigan waiting for the new Emily and now that I was there they were ready to work. Duke was out of his chair the minute I came into the rehearsal room, guiding me around the table like it was a cocktail party. ""Emily,"" he said, ""this is your mother, Mrs. Webb, and your brother Wally."" He leaned over and gave the woman who would play his wife a fleeting kiss on the temple. Mrs. Webb was faded and"
", and if I didn't think about it too much I probably could do the other parts as well. Maybe not all of the Stage Manager, but most of it. Three years have gone by. Yes, the sun's come up over a thousand times. At not quite twenty-­five, this would be my third production of the play. I kept the script on my nightstand to read when I woke up in the middle of the night. I'd spoken the lines over traffic while driving Ripley's MG down the Santa Monica freeway to spend the day at the beach with friends. I ran scenes in my head on the plane going out to New York, on the plane coming to Michigan. I repeated the words like Catholic girls with their rosary beads, clicking through Hail Marys until they were muscle memory. So it was easy for me to be there in Tom Lake, to be Emily again, to be myself. I had enough room in my brain to think about work and wonder about Duke at the same time.Having known him for all of an hour, I assumed Duke would be a ham, but his Editor Webb was perfectly restrained, a dignified, matter-­","of-­fact man, even when he had to say words like Satiddy, likker. It's hard not to make hash of those things, but Duke was the kind of natural Ripley would have liked. Not only was he natural, he remained present for the whole reading, unlike George, who managed to check out the very instant his lips stopped moving. Duke paid attention to the other actors, and I flattered myself by imagining he paid the most attention to me.If it was my gift to play younger, Duke came off older than he was. He was twenty-­eight that summer"
"inds her.Hazel rushes the door just as it's closing and Maisie turns and pushes her gently inside. ""Stay, stay. I'll be right back.""But Hazel doesn't believe her. When they're gone she scratches and cries until finally I crouch down and pet her ears. ""Hazel,"" I say to her very quietly. ""Hazel. She's coming back. I'll stay here until she does. Hazel, listen to me. I'm going to tell you something important, you need to be brave."" I then explain to the dog how I have told myself for so many years that my career fell apart because I wasn't any good, but now I'm starting to think it all fell apart because I had ceased to be brave. ""If this were a movie, I'd be drowning in regret now. But I'm telling you, Hazel, it doesn't feel anything like regret. It feels like I just missed getting hit by a train.""The entire life span of summer stock is four months—­four months birth to death—­so time must move faster now. Duke was the person I","knew best at Tom Lake. We had been alone together in my room. I had seen him act and felt moved and surprised by what he was capable of. He had seen me act and so waited for me at the door while the others said good night. We had known each other for a matter of hours, but they were summer-­stock hours, which in the outside world would have translated to a solid six months.""I promised I'd show you the lake,"" Duke said.""Did you?""""I know it's a lot to manage,"" Nelson said to me at the door, ""getting thrown in this way."
"thought I said, then he took back my hand. We walked the path along the lake for a while and then turned back. We lacked both the time and ambition to go all the way around.""Do you swim?"" he asked me.""Like a fish.""""Then we'll go swimming sometime.""I stopped. He knew what I wanted to do before I knew it myself, because as soon as he said it I wanted to go swimming more than anything. ""Let's go now,"" I said. ""I'll tell you, this has been one hell of a day. Let's go swimming."" It was northern Michigan in the summer. There would still be enough light.He looked at me. ""We're busy now.""""We are?""He nodded, moving a piece of hair from my forehead with his thumb. ""We have plans.""It sounded so much like a line from a play. We were going to go back to my room, and to pretend otherwise would have been acting.He took out a pack of Marlboros and offered me one.I shook my head. ""I don't smoke.""""Would you try?""""Smoking?""He nod","ded. ""It's something we could do together. Just think how nice it would be to go outside during breaks and sit on the lawn. We could look at the lake and smoke.""He lit two cigarettes with a single match, and then, exhaling, handed one to me. Jimmy-­George had nothing on this guy. Nobody had anything on this guy. I took a small drag and coughed. My first cigarette.""Just a couple of puffs or it will make you dizzy,"" he said. ""You've got to build up"
"? I just thought Maisie liked to carry her.""""She does.""""Can you stay awake while I take a shower?""""I can."" I follow him up the stairs. We leave the lights on because before we know it, one of the girls will be home.8It's a different kind of sleep when the girls are home. Even after so many years I am asleep but also waiting to hear the back door open and close. Nell comes home first, then Maisie. When they were younger I could hear the difference in their footsteps, a job that is simplified by Hazel barking. It's strange to me that Maisie and Nell have continued to sleep in the same room now that Emily's room is available, but they've always liked being together. Even when they were children, neither of them seemed to pine for a room of her own. At thirteen, Emily nailed a NO TRESPASSING sign to her door (purchased from Ace Hardware and put up not with tape or thumbtacks but nails), and even that couldn't rouse her sisters' interest in getting in there. All these years after the","end of Emily's hormonal rage, Maisie and Nell are still opting for the familiar comfort of their twin beds.When I go downstairs in the morning I find a cardboard box full of eggs waiting on the kitchen counter, some of them the color of milky coffee and some of them the blue of clouded sky. I'm glad we don't keep chickens because I regret the goats, but it means that eggs are always welcome. Maisie and Nell drag downstairs while I'm making French toast, Maisie clutching her dog like"
"his parents because he was here all the time.""The French toast has grown cold but we make ourselves eat it. We know how the morning will go if we're hungry. ""Come on,"" I say, picking up plates. ""Let's get to work. I bet your father thinks we're still in bed.""We remember our hats. The day is clear and bright as we walk out to take our place between the trees. We see the six members of the Ramirez family in the distance and shout out our greetings, and they in return wave their arms above their heads. Their family is safe and together in this cherry orchard they have come back to year after year. Our family is safe and together in this cherry orchard. Our eldest daughter is going to marry our neighbors' son, a boy she loves, a boy we love, and I am mad at Duke, who, through no fault of his own, or through only the fault of his essential Dukeness over which he had no control, tore the fabric that bound me to my daughter. And though it has been repaired, expertly, repeatedly, this lumpy seam remains between us that keeps","her from telling me she's getting married. The dog has run ahead and Maisie jogs after her while Nell drops back and takes my hand. ""I want to see if the daisies are up,"" she says.We climb the little hill to the cemetery where to my surprise the tall grass is tangled with flowers—­white petals, bright-­yellow hearts. She'd called the seed and feed store more than a month ago and asked them to put a couple of packets of daisy seeds in with our order.""I was just here,"" I say, amazed by the degree"
"ived injustice of the phrase enraged them, but when they got older and started saying it to one another it was suddenly hilarious. Sure enough, Emily's sobs are disrupted by her own hiccupping laughter. She pulls up her T-­shirt to wipe her face, blow her nose.""You're so gross. You should be a vet,"" Maisie says.Emily shakes her head. ""I don't know how to do this.""""Get married?""""I don't know how to do any of it."" She turns up her face to shout at the sky. ""Are we going to get the cherries picked in time? Will anyone be working at the processing plant? Is everything going to rot in a warehouse? Then Benny says we should just go ahead and get married, at least get that knocked off the list, and I think, why not? If we do it now we don't have to invite anyone—­no relatives, no neighbors, no friends from school. We've got the perfect excuse. It can just be us and the Holzapfels. We can bring blankets and sit","in the grass by the pond. I can wear something I already own and nothing will cost anything and we won't have to write thank-­you notes."" The breeze shifts imperceptibly through the leaves and just like that she's crying again. Maisie lifts the yoke of stone fruit from her sister's neck and Emily rubs her eyes with the heels of her hands. ""Whenever I think about getting married I feel like I'm losing my mind, and maybe that's because I'm losing my mind, and then I think of poor Benny getting"
"ding me around, Ripley or Ashby, my agent, a producer. But I'd gotten to Michigan all on my own, into the play and into this bed. ""Hey you."" I tapped the small dip in the middle of Duke's chest.He kept his eyes closed, smiling as he pulled me to him. ""Oh, perfect. This is perfect."" He snuffled into my neck. ""I was hoping you'd still be here.""""Where else would I be? It's my room.""""And you've been nice about sharing. What's the time?""I lifted up enough to see my travel clock, which was on his side of the bed. His side, my side. ""Eight-­seventeen.""He yawned like a lion, showing me his molars, his fillings. ""We start at nine."" He took my face in his hands and looked at me with great seriousness. ""You shouldn't be late, the star, her first morning. You've got to be disciplined. Either breakfast or sex. Not both. You have to choose.""I was making good choices these days, which meant that by the","time we rolled apart there wasn't even a moment for coffee, and no time for Duke to go back to his dorm to change. ""Lend me something,"" he said.I was pulling my favorite dress over my head, the smocked one with the daisies and the wide pockets that my grandmother had made for me to take to Los Angeles. ""You can't wear my clothes."" Small female, large male, I could think of so many reasons why it was inappropriate.""I'm not going to rehearsal dressed in something I wore yesterday.""I looked at"
"That last Emily—­"" Pallace began.""Piece-­of-­work Emily,"" Duke offered.Pallace nodded. ""That piece of work dropped out soon enough for the company to find a nice new white Emily."" She held an open hand in my direction.""New and improved."" Duke put his arm around my shoulder.""Very improved."" Pallace tossed me a smile. ""And anyway, can you imagine it? A stage full of Caucasians with me standing right in the middle looking all lonely?""Duke lowered his eyebrows, lowered his voice. ""Whose town is this, anyway?""""Not our town,"" Pallace answered brightly.""I don't think—­"" I started to say. What was I going to say?""If you like things just a little weirder, I'm also your understudy on Fool for Love. Oh! and I'm the understudy for your mother, which is stupid. Your mother should have gone to a swing.""""My mother?"" My mother in New Hampshire?Duke took back his arm. ""I didn't know that! That means if Mrs. Webb","gets sick you'll be my wife."" The kiss he gave her then had more intention than the kiss he'd given to the woman who was presently playing my mother. ""Someday we'll have to tell Emily she's adopted.""""What happens if Mrs. Webb and I are both sick on the same night?"" Mrs. Webb, my mother. I couldn't remember her name.""Then whichever one of you is less sick will pull your shit together and go on anyway,"" Pallace explained. ""Dancers always go on. If you ever see a notice that a dan"
". Emily had been replaced. New day, let's get to work. The A.D. returned, too quickly I thought, and the director met him in the aisle for a brief consult. The director, Nelson, already looked tired.""Okay, people,"" he said, clapping twice even though he had our full attention. Pallace and her partner let go of one another's hands. ""We're going to get started. Albert will be here momentarily. Let's go ahead with the understudy. I want a full day. Lee?""A man in a light-­blue golf shirt raised a tentative hand.""Do you need a script?"" Gene asked.We were all looking at him. ""I—­"" he said, then stopped and held up his script.""That's good,"" Nelson said.""I don't know the part yet,"" Lee said.""It's early. You'll be fine. Hopefully you're just going to read for a few minutes. Nothing gets an actor out of bed like the knowledge that the understudy is reading his part.""Everyone laughed politely except the man in the golf shirt. We were meant to sit in the","row of chairs on either side of the stage whenever we weren't in the scene. We went to sit in them now, leaving Lee out there alone. When the moment came for one of us to talk at the kitchen table or the drugstore soda fountain or in the cemetery at the end, we were to carry our chairs across the empty stage and put them in places marked with gaffer tape on the floor, but for now everyone was sitting on either side, waiting. When we had taken our places, Nelson told the understudy to begin.Lee was in his sixt"
"lace might get sick?"" Maisie asks.""Lee was talentless but he wasn't stupid. Uncle Wallace had been at Tom Lake for fourteen consecutive summers and had never missed a performance. That man was like a dancer. He always went on.""""He went on drunk?"" Emily asks.Big old blustery Albert Long, red-­faced and red-­haired. My heart seized with unexpected affection at his memory. ""Drunkish. He found a way to make it work.""""And what about the George?"" Nell asks.""The George? What about him?""""Was he bad?""""Forgettable,"" I say.""As bad as Lee?"" Maisie asks.""Oh, no, nothing like that. I'm sure he was fine. I only mean that I've forgotten him.""""Which means what? You can't remember his performance?"" Nell is concerned that this is further proof of my diminishment. To my children I am unimaginably old.""I mean the kid who played George is gone,"" I say, but they don't understand what I'm talking about. Duke is as close as the cherries on the tree, as is Uncle Wal","lace, for reasons that are no doubt connected to how things ended. Lee I remember less as a person and more as a story, and George I do not remember at all. There is no explaining this simple truth about life: you will forget much of it. The painful things you were certain you'd never be able to let go? Now you're not entirely sure when they happened, while the thrilling parts, the heart-­stopping joys, splintered and scattered and became something else. Memories are then replaced by different joys and larger sorrows, and unbelievably, those things"
"­cleared his throat. Nobody was pretending that Duke and I weren't happening. They were only asking that we tone it down.Every day at Tom Lake was a week, every week a month. We spent hours in a dark theater, saying the same things to the same people again and again, finding ways to make the world new. In high school and college I'd gone to rehearsals a few times a week, but at Tom Lake rehearsals were our life. Where we stood and how we stood and how we placed our chairs and looked into the lights and spoke to one another and listened, all of it mattered. Uncle Wallace had been right about Nelson. Every day he directed each of us towards a better performance.Our schedule included precious little free time but we made excellent use of what we had. We wore our swimsuits under our clothes and ran to the lake in lieu of eating lunch. With advanced planning we could get from the stage to being nearly naked and fully submerged in four minutes flat. I owned two suits, the one my grandmother had ordered me from L.L. Bean and the bikini I had","not returned to costume the day I was instructed to swim in the backlot pool. I never questioned which one to wear. Pallace came to the lake with her dance partner, Auden, and Auden's Korean American boyfriend, Charles, who we called W.H. because we never saw one without the other. W.H. was another dancer and also a swing. Mother Gibbs and Mrs. Webb swam in the lake but Mrs. Webb wouldn't put her head under water and neither would Pallace. They swam like women in classic Holly­wood mov"
"with Cabaret at night, Sunday is Cabaret at night but no Our Town matinee, so there's a break. Monday I sleep.""""That's not possible.""Pallace disagreed. ""It's possible, not optimal. I'd like to play Emily once or twice, only if you had a UTI or something, but other than that I pray for your health."" She was looking back at the shore. ""Do you know who that is?""Mother Gibbs was gone and in her place a man now stood at the edge of the water, waving his arms over his head. ""Peedee,"" he called. ""Peedee!""I looked over my shoulder to see who he was looking at—­Duke on the swim platform was wet and shining like a god. There should have been a golden trident in his hand, a crown of seaweed and starfish in his hair. He waved his arms wildly in return then dove into the lake. It was straight out of a movie, the elegance of his dive and then his swimming, clean and fast, none of the splashing around he'd been doing before.""Must be","his dealer,"" Pallace said. ""We should go in anyway.""Off she went, but for a moment I stayed behind treading water, watching all the actors and dancers as they swam to shore. Lee folded up his towel and walked away. I wondered if anyone had ever prayed for my health before. My grandmother, probably. She would have done that for me.""It's Saint Sebastian, isn't it?"" Emily says. She is Emily again, fully restored, taking cherries down at twice the clip of the rest of us.I nod. ""He"
"my swimsuit off in the lake, that he needed a drink? For as much as the feel of Peter Duke's hair slipping between my fingers is mine, the facts of his life more accurately belong to my daughter.""Sarah was the youngest,"" Emily says. ""She died of Ewing's sarcoma when she was four.""Was it possible? Duke was always saying he'd take me home with him, back to East Detroit, so he could show me where he came from. Surely the little girl's photograph would have been on the mantel in their parents' house. I would have asked who she was.""Sarah Duke,"" Emily says.""I didn't know.""""He never talked about her.""""But you knew,"" Maisie says, because it was starting to feel like Emily had gotten Duke's number after all, that she had somehow called him from her bedroom when she was fourteen.""Some journalist went through every piece of information in the public record about his family. I think it was for Vanity Fair. Anyway, he found the death certificate and then he sprung it on him in the interview, just to see how he'd react",". Apparently Duke walked out. He wouldn't finish the interview, wouldn't sit for photos.""Good for you, I want to say to him. I who knew nothing and have nothing to say. I can remember very clearly when Emily was eight and Maisie was six and Nell was four, the big girls were in school all day and Nell came home from preschool after lunch. The sweetness of those hours when it was just the two of us never left. What would life have been without Nell? Who would Emily and Maisie have confided in once they were grown? We had a younger"
"Come to the Ca-­ba-­ret, old chum . . ."" I went inside and stood against the back wall of the rehearsal room.I'd left Grover's Corners, where we sat in a row of chairs in the cemetery, staring ahead, and arrived at the Kit Kat Klub, where the dancers straddled their chairs with intention, stood on chairs bending forward, asses offered to the light. Pallace draped backwards across the seat of one, the top of her head touching the floor, her legs scissoring up in time with the music. She was still wearing her red swimsuit, all the dancers were wearing some variation of swim wear, and it all looked vaguely obscene so far away from the lake. Upside down and sideways they were singing, dancing, grinding away while a man at an upright piano played along, darting up a hand to turn the sheet of music then coming right back to playing again.It would be easy to describe Pallace as the most beautiful, most talented person I had ever seen, but Tom Lake was bristling","with her equals. I suppose a few attractive duds had snuck in here and there, the kid playing George being one, but for the most part the performers had a magnetism that required no practice whatsoever—­either you've got it or you don't. Duke had a truckload of it. He had it when he spoke the dullest lines of Editor Webb, or ordered coffee, or took me to bed. If Jimmy-­George from high school knew how to look at a person, Duke knew how to make a person look at him. The Kit Kat"
"this conversation is, I think you're making the right choice. And anyway, even if Sebastian didn't make the pros he was still an excellent tennis player. He played McEnroe.""The three of them drop their hands and I know I've finally said something of real interest. I can hear Joe telling me not to get them overexcited. They have to keep working.""Did he win?"" Maisie's voice is hushed, and Maisie's voice is never hushed.""No,"" I say. ""But it was something he was proud of, just that he got so far as to even be on the same court with him. They were both seventeen. McEnroe was a big deal at seventeen.""""What was the score?"" It was a scrap of information for Emily to add to her collection.""Six-­two, six-­o.""Nell covers her face with her hands and moans. ""Oh, Saint Sebastian! I can't bear it.""""What are you talking about? He was happy!"" I say. ""Sebastian never expected to win.""""He did,"" Nell says. ""Even if he never admitted it, he thought he might",". He wanted to.""Maybe she's right. Saint Sebastian was twenty-­nine when we met, and it was Duke who told me the story about McEnroe. At seventeen, Sebastian must have thought of himself as someone who would make it. The number of things I'd failed to grasp back then was as limitless as the stars in the night sky.10For three seasons of the year, Saint Sebastian was the tennis coach at the University Liggett School in Gross Pointe Woods where he taught U. S. History and World Civilization. In the summers he worked at the"
"at Tom Lake and Our Town was a week out from following them. The rehearsals were all in tech now, ten out of twelve. They put a stiff pomade in Duke's hair and pinned it in the back so that he looked less like the lead in Jesus Christ Superstar and more like a respectable newspaperman in 1901. At the same time, we'd started the table reads for Fool for Love and at night we ran our lines in bed. Duke had played Eddie once before at Detroit Rep. His Eddie was the reason he'd been hired for Tom Lake. Even as he lay there on his side, his hand on my hip, I could see how scary good he'd be in the part. How it thrilled me to think of going straight from Our Town to that rundown motel room, going from the father and daughter we'd imbued with too much chemistry, to a pair of half siblings who had enough chemistry to burn down a barn. We'd show Tom Lake a thing or two about what it meant to be dark and complicated and grown-­up.We ate and drank and slept our","art, pounded our art into the mattress. Actors and dancers, designers and techs of different races from different states and wildly different backgrounds strolled through a utopia of cherry trees when they weren't being worked to a nub. Men held hands with men. No one gave Sebastian and Pallace a thought. Michigan! Who knew?""Let's see you take me home to East Detroit come fall,"" Pallace said, her head in Sebastian's lap. We had just come out of the lake and the four of us were lying on an old cotton blank"
"girl he'd liked in middle school, his newspaper route, his secondary education, his college years majoring in English, what his parents thought about him going to college to major in English, that his parents wanted him to stay and work on the farm, his first job on a newspaper in Concord, the books he read, when he met Myrtle who would later become his wife, the birth of their daughter Emily, the birth of their son Wally. He was on his third notebook. I'd found the first two in the nightstand, his handwriting a microscopic block print, all caps. I got a headache trying to read it. Then I found the notebooks on Eddie and Fool for Love.—­He forced himself to stay awake for an entire weekend because he'd heard it was a better high than getting high. Then he tried to punch Sebastian when Sebastian wouldn't give him the car keys so that he could drive to the all-­night diner in town for coffee. He didn't succeed in punching Sebastian though, because all Sebastian had to do was step aside and then catch Duke when he pitched forward, like some sort of unfunny comedy","routine they'd been rehearsing for years.—­The four of us came back to the company housing late one night after playing tennis to find that the front door, which was never locked, was locked. While three of us discussed our best course of action, Duke punched out one of the small panes of glass beside the door. He didn't sever an artery or cut a tendon, though it took Sebastian half an hour to tweeze the shards of glass out of his hand and get it wrapped. ""Saint Sebastian, Saint Sebastian, Saint Sebastian,"" Duke repeated as he watched his brother work"
"the resemblance is vague, or maybe I missed it because you'd be hard-­pressed to find a man less like Duke. Benny opened his retirement account at twenty-­three. He's drawn up plans for his family's orchard and for this orchard that go out twenty years. But damn me if there isn't something about his neck. It's not the kind of likeness that would make a girl in a mall run up for an autograph, or make an old woman at the grocery checkout ask if people tell him he looks like Peter Duke. It wouldn't have occurred to me had we not been spending our days immersed in this story, but now that I've seen it I can't unsee it. Even his hair, which he wears in a bun, is hair that is familiar to me. And I wonder if this was how Emily finally gave up her obsession with Duke when she was in high school: She learned to see just a bit of her beloved in the boy next door.""I wish we could have a proper party,"" Joe says to Benny. ""At least get your parents over here.""""Well,","we can't,"" Emily says. ""As much as I enjoy a good party with the Holzapfels, everybody's got too much work to do.""It is less about work than it is Gretel Holzapfel's asthma. Kurt and Gretel are careful to only see people outside and at a distance. In the morning I'll get up early and make Gretel an apple cake to leave on her back porch. That will make her laugh. Emily, the eldest of three, is marrying Benny, the youngest of four. The Holzap"
"ing the fabric when I was a child because even then I knew I would have daughters one day and I would make them quilts. My daughters will give these quilts to their daughters and those daughters will sleep beneath them. One day they will wrap their own children in these quilts, and all of this will happen on the farm.""I know this isn't the way you planned things,"" Emily says. ""I know it's not what you want.""""It isn't about what we want,"" I say, but that's a lie. These children we've never spoken of? We want them very much. We long for them.""Crops used to fail once every fifty years,"" Benny says, his voice quiet because all of us are silent. ""The crops have failed twice since I was born. The winters are milder, the lake is warmer, the trees aren't staying dormant long enough. They bloom too early, the freeze kills the buds.""Joe holds up his hand. ""Why are you saying this? What do you think we don't already know?""But Benny doesn't stop. His voice comes without drama or demand","and still, he keeps talking. ""Sooner or later we're going to have to stop putting in cherry trees.""""No,"" Joe says.""I really cannot stand this,"" Maisie says.""It's not going to be cold enough for them anymore. We're going to have to start thinking about wine grapes, strawberries, asparagus.""""So plant the grapes,"" Joe says. ""It doesn't mean you don't have children.""""It sort of does,"" Nell says. ""Once you think about it.""""You, too?"" Joe asks"
"path. ""Then we'll knock off early and go to the beach.""Joe shakes his head. ""We never knock off early, in case you haven't noticed. That's why we have to do this in the morning, first thing. Go.""""It's Tuesday,"" I say. ""Since when are we off on Tuesday?""""It's Thursday,"" he says.Thursday? I wonder if this could be true.""Are you going to the beach?"" Nell asks her father. She tests the coffee. Still too hot.""I'm going to go check on a couple of things and then I'll come down.""""So we'll work until you're finished then we'll all go together."" I meant it to be helpful, Joe can't do everything by himself, but my suggestion flies all over him.""Could someone in this family listen to me for a change? I just went through this with Emily. She's crying. She's useless. All of you are tired and useless and I want you to go and have some goddamn fun."""" 'Some goddamn fun'?"" Maisie says. ""Oh,","well, when you put it like that. I'll go kill the kittens and then meet you at the beach.""""Kittens?"" Joe asks.""We'll go,"" I say to him.He turns around to look out the window above the sink. ""Do it now. I don't want Emily down there by herself.""This is the fire that ignites us because none of us wants Emily to be at the beach by herself. We clump together in our sorrow. In joy we may wander off in our separate directions, but in sorrow we prefer to hold hands. I head up"
"know. It's still going on.""""That's because humanity doesn't live with Benny Holzapfel, and if I didn't live with him it wouldn't be any less true, I just wouldn't have to think about it.""""We couldn't begin to list all the depressing things we're not thinking about—­all the things that have happened in the world, the things that are happening right now here in Michigan, the things that are going to happen in the future—­no one can hold it all.""""Emily died in childbirth,"" my daughter says.""What?""""She died giving birth. I remember thinking about that when we read the play in high school, like it was a bad omen.""We had named our daughter for the plucky girl in the first act, the smartest girl in her class. We had not been thinking about the third act at the time.Emily shakes her head. ""I'm just talking. I don't think I'm going to die in childbirth.""Which doesn't mean I can get the thought of her dying out of my head. ""So it really is the cherry trees?""","She nods. She still isn't looking at me. ""I'm going to tell you something I probably shouldn't tell you.""""This would be the day.""She takes in a deep breath, giving me just enough time to flash through every horrible thing that might have happened to her without my knowing it. ""I never forgave you and Dad for burning those trees.""""Which trees?"" We have burned a great many trees over the years.""I think I was nine. I don't know, I might have been younger. If it had happened before, I don't remember."
"ienteering we could swim to Wisconsin. I drop beneath the surface and open my eyes. It's as if someone bought up all the diamonds at Tiffany's and crushed them into dust, then spread that dust across the water so that it sifts down evenly, filtering through the shards of light that cut into the depth. We are swimming through eternity, my daughters' bright mermaid legs kicking out towards deeper water. I stay beneath the surface and marvel for as long as my lungs can hold.""Swimming is the reset button,"" Pallace used to say.""Swimming starts the day again.""We swim and we swim and we swim, and when we've exhausted ourselves we turn and head back to shore. Duchess the German shepherd is there now, having bunched one of our towels into an unsatisfying bed while Hazel keeps an eye on the cheese and mustard sandwiches Maisie made. We shake out the remaining towels and crowd together.""Tell us the happiest day of your life,"" Nell says.""You and you and you,"" I say, looking at each of them, their dripping swim","suits and wet, tangled hair.""No, seriously,"" Emily says. ""You have to keep it in the context of the story. What was the happiest day of your life at Tom Lake?""""The happiest day of that summer wasn't at Tom Lake.""They deem this to be an acceptable variant, as long as it's the happiest day within that limited period of time. They stretch out on their towels in the sun to listen and dry.""There's a small setup before we get to the day itself,"" I say.""Certain scenes require setups."" Nell covers her"
"rehearsal? Not even Nelson's persistent calm could snap us into focus. Uncle Wallace wove around the stage in the pointless configurations of a squirrel. George dropped his lines and then stared at me as if it were my job to pick them up. The whole thing was a disaster, which meant good luck. Sebastian was around more often now that Cabaret had opened. He claimed he was in danger of losing his job, though I think he said it to impress Pallace. No one would fire Sebastian. As soon as rehearsals were finished, Duke and I hustled out of our costumes so we could find him.""You weren't at the lake,"" Duke said to me, sliding the pins from his hair as we walked. He put them in his pocket. ""I even went down and felt around on the bottom. You weren't anywhere.""""I talked to Nelson. I asked him where he was going next."" I must have looked happy because Duke stopped short, folding his arms across his chest.""Did he offer you a part?""Oh, Duke of the wide dark eyes and thick black lashes. Duke who had gotten too much sun even though","we'd been told not to because it made more work for the makeup people. I shook my head. ""Nothing so glamorous.""""Then what's with the smile?""""His family has a cherry farm in Traverse City. He invited me up to see the farm tomorrow.""""I bet he did.""I laughed. ""I'm excited! Haven't you ever wanted to see a cherry farm?""""I'm from Michigan.""Somehow I hadn't thought of there being cherries in East Detroit. ""Well, I'm from New Hampshire and I"
"He clutched his head as Pallace held a single napkin up to the light.""I can't imagine anything nicer than these,"" she said.Sebastian waited until the napkins were back in their bag so they wouldn't all blow out the window once we started driving again. Pallace sang single lines of show tunes along the way and we guessed the musical. (""Because it's JUUUNE! June-­June-­June."") Duke recited pieces of dialogue and we guessed the play. (""Always tell the truth, George; it's the easiest thing to remember."") Duke was crackerjack at memorization. He believed in memorizing any part he wanted, both for the discipline of it and to make sure he would always be ready. ""You never know when something's going to open up,"" he said.""What's your secret talent?"" I shouted to Sebastian.""Driving,"" he called back, leaning his elbow out the open window.By the time we got to Traverse City, the sky was clear. The rain had given up and gone to Canada. Duke read Nelson's directions aloud—­a complicated series","of poorly marked turns onto twisty roads. Finally up ahead we saw a small sign reading NELSON nailed to a post beside the drive. ""He named the place for himself?""""It's his aunt and uncle's farm,"" I said. ""Their last name is Nelson.""Duke stuck his head out the window like a dog. ""So I can call my cherry farm 'Duke Acres'?""""Dukedom,"" Sebastian said.The rutted drive was filled with rainwater. Every leaf and blade of grass was shining. Once we turned we"
".""I just can't believe—­""""Please,"" Nell shouts. ""Please! Mom is about to go into our house for the very first time and it's the happiest day of her life. Can this not be a story about you for two minutes?""""The happiest day of the summer of 1988,"" I remind her. ""Not the happiest day of my life. Not by a long shot.""""All I'm saying is that I think it would have helped me to know,"" Emily says.Beneath the towel Maisie shakes her head. ""It would so not have helped you.""The long oak table in the kitchen was set for four but Nelson's aunt Maisie was already pulling more placemats out of the drawer. She was a tall woman with short, curly hair, an oversized laugh and oversized feet she housed in blue Keds. ""It's the first time we've ever had a movie star come to lunch,"" she said. ""You'll just have to forgive me if I say anything stupid.""For all the world it appeared she was looking at me. ""Me?""""A","huge star,"" Nelson said. ""Once your movie comes out.""""Joe can't stop talking about how good you are,"" his aunt Maisie said. ""Joe says you're the best actress he's ever worked with, and you know he's worked with a lot of good ones. We're going to drive down on Thursday to see you. Opening night! And Uncle Wallace, I can't believe we're going to see Uncle Wallace.""""Uncle Wallace is really something,"" Duke said.I held out my package to her and she looked so surprised"
"lace asked.""Tart,"" he said. ""Pie cherries. They're mostly sold frozen. The pie today was from last year's frozen cherries. You can take some back with you if you want.""But we didn't have a freezer to keep the cherries frozen or an oven to bake a pie.""And those?"" She pointed to a very different group of trees on the other side of the road.""Plums,"" he said, shaking his head. ""The plums are a disaster. We're going to have to take them out.""""How can plums be a disaster?"" I asked.""Gerber told the farmers they wanted more plums for baby food, but by the time the farmers put in the trees and grew the trees and picked the plums, Gerber said they didn't want plums anymore.""""Can't people just eat them?"" Pallace asked.""I eat them. You probably wouldn't. No one buys a bag of Stanleys at a fruit stand.""I had no idea that a Stanley was a plum, or that one plum was made into baby food while another was eaten over the sink.","I didn't know that a Napoleon was a cherry. What I knew was that the four of us were strolling through an orchard with our director, who, after Thursday, would come up here for the rest of the summer to do the work of sorting out his family's finances. The show would go on. He would go on.""How long has your family owned the place?"" Sebastian asked.""One Nelson or another has been here for five generations.Either they hate it—­my father hated it—­or they were like Ken and couldn't imagine doing anything else. All"
