prefix,suffix
"I was in the elevator today,"" Eddie had swooned, ""and Miss Zott got in. We rode four whole floors together.""
""Did you and she have a nice chat?"" Frask said, her molars clenched. ""Find out what her favorite color is?""
""No,"" he said. ""But I'll definitely ask next time. Geez, she's something else.""
Frask had gone on to hear about exactly how Zott was something else at least twice a week since then. With Eddie it was always Zott this and Zott that; he talked about her nonstop—but then, everyone did. Zott, Zott, Zott. She was so fucking sick of Zott.
—
""I'm sure I don't have to tell you,"" Frask said, placing a dimpled hand on Zott's back, ""that it's too soon for you to be at work—especially here,"" she said, tipping her head at the room that had once held Calvin. ""It's not good for you. You're still in shock and you need your rest."" Her hand moved up and down in a","clumsy pat. ""Now I know what people are saying,"" she said, implying her role as ground zero when it came to Hastings gossip, ""and I know you know what people are saying,"" she continued, fairly confident Elizabeth did not, ""but in my opinion whether or not Mr. Evans was getting the milk for free doesn't mean his untimely death hurts you any less. In fact, in my opinion, it is your milk and if you choose to spoil it, that is your right.""
There, she thought, satisfied. Now Zott knew what people were saying"
"she held out more paper towels. ""I know you're a chemist, Miss Zott, but surely you expected this. Surely you've studied biology.""
Elizabeth looked up, her face gray, her eyes empty, and for one tiny moment Frask found herself almost feeling sorry for this woman and her ugly dog and the vomit and all the problems that were to come. Despite her brains and beauty and her incredibly slutty approach to men, Zott wasn't any better off than the rest of them.
""Expected what?"" Elizabeth said. ""What are you getting at?""
""Biology!"" Frask roared as she tapped her pen against Elizabeth's stomach. ""Zott, please! We're women! You know very well Evans left you something!""
And Elizabeth, eyes suddenly wide with recognition, was sick all over again.
Chapter 13: Idiots, Lessons in Chemistry
Chapter 13
Idiots
Hastings Research Institute management had a big problem. With their star scientist dead, and a newspaper article implying that his lousy personality had kept him from accomplishing anything","worthwhile, Hastings's benefactors—the army, the navy, several pharmaceutical companies, a few private investors, and a handful of foundations—were already making noises about ""reexamining Hastings's existing projects"" and ""rethinking future grants."" That's how it is with research—it's at the mercy of those who pay for it.
Which is why Hastings management was determined to lay this ridiculous story to rest. Evans had been making good progress, hadn't he? His office"
"ninety years. Ninety completely unaffordable years. The fat-cat investor would surely be dead in far less. More to the point, so would they.
And there was one other minor detail. Management had just learned Zott was pregnant. As in unwed and pregnant.
Could their day get any worse?
Obviously, she had to go; no question about it. Hastings Research Institute had standards.
But if she were to go, where did that leave them on the innovation front? With a handful of people making poky-pony progress, that's where. And poky ponies didn't inspire much in the way of big-ticket grants.
Fortunately, Zott did work with three others. Hastings management had sent for them straightaway; they needed assurance that Zott's so-called critical research could limp along without Zott—whatever it would take to make it seem as if the money it never actually got was being put to good use. But as soon as the three PhDs were in the room, Hastings management knew they were in trouble. Two reluctantly conceded","that Zott was the main driver, essential to any forward progress. The third— a man named Boryweitz—went the other route. Claimed he'd actually done it all. But when he couldn't back up any of his assertions with meaningful scientific explanation, they realized they were in the presence of a scientific idiot. Hastings was rife with them. No surprise. Idiots make it into every company. They tend to interview well.
The chemist sitting in front of them now? He couldn't even spell abiogenesis.
And then Miss Fr"
"ondissolvable material that survived everything, even his death. Annoying.
As Elizabeth waited for them to come to their senses, she laid her hands flat on the table. Losing a loved one has a way of revealing a too-simple truth: that time, as people often claimed but never heeded, really was precious. She had work to do; it was all she had left. And yet here she sat with self-appointed guardians of moral conduct, smug judges who lacked judgment, one of whom seemed unclear on the process of conception and one who went along because she, like so many other women, assumed that downgrading someone of her own sex would somehow lift her in the estimation of her male superiors. Worse, these illogical conversations were all taking place in a building devoted to science.
""Are we done here?"" she said, rising.
Donatti blanched. That was it. Zott needed to go right now and take her bastard baby, cutting-edge research, and death-defying romantic relationship with her. As for her rich investor, they'd deal with him later.
""Sign it,"" he demanded",", as Frask tossed Elizabeth a pen. ""We want you out of the building no later than noon. Salary ends Friday. You're not allowed to speak to anyone regarding the reasons for your dismissal.""
""Health benefits also end Friday,"" Frask chirped, tapping her nail against her ever-present clipboard. ""Tick tock.""
""I hope this might teach you to start being accountable for your outrageous behavior,"" Donatti added as he held out his hand for the signed termination notice. ""And stop blaming others. Like Evans,"" he continued"
"-Thirty watched from under the table as she felled the kitchen like a forest, her violent blitz broken only by surgical attacks on hinges and nails, the old floor filling with piles of hardware and boards as plaster dust sifted over the scene like an unexpected snowfall. Then she picked it all up and hauled it out to the backyard in the dark.
""This is where we'll put the shelves,"" she said to him, pointing at the pockmarked walls. ""And over there is where we'll put the centrifuge."" She produced a tape measure, and gesturing him out from under the table, inserted one end in his mouth while pointing to the other end of the kitchen. ""Take it just down there, Six-Thirty. A little farther. A little farther. Good. Hold it right there.""
She jotted some numbers in a notebook.
By eight a.m. she'd sketched out a rough plan; by ten, a shopping list; by eleven, they were in the car and headed to the lumberyard.
People often underestimate what a pregnant woman is capable of",", but people always underestimate what a grieving pregnant woman is capable of. The man at the lumberyard eyed her curiously.
""Your husband doing some remodeling?"" he asked, noticing her small bump. ""Getting ready for the baby?""
""I'm building a laboratory.""
""You mean a nursery.""
""I don't.""
He glanced up from her sketch.
""Is there a problem?"" she asked.
The materials were delivered later that same day, and armed with a library-obtained set of Popular Mechan"
"A lethargy. I don't know what to do, he confessed to the bones below. And on top of everything else, she's still trying to teach me words.
Which was awful because he was unable to give her any hope for the future using these words. Besides, even if he knew every word in the English language, he still wouldn't have any idea what to say. Because what does one say to someone who's lost everything?
She needs hope, Calvin, he thought, pressing hard against the grass in case that made a difference.
As if in reply, he heard the click of a safety being released. He looked up to see the cemetery groundskeeper pointing a rifle at him.
""Ya damn dog,"" the groundskeeper said, lining Six-Thirty up in his sights. ""Ya come in here, ya mess up my grass, ya think ya own the place.""
Six-Thirty froze. His heart pounding, he saw the aftermath: Elizabeth in shock, the creature confused; more blood, more tears, more heartache. Another failure on his part.
He sprang forward, knocking the man hard","to the ground as a bullet sailed past his ear and plowed into Calvin's tombstone. The man cried out and reached for his gun, but Six-Thirty bared his teeth and took a step closer.
Humans. Some of them didn't seem to grasp their actual status within the animal kingdom. He sized up the old man's neck. One bite to the throat and it would all be over. The man looked up at him, terrified. He'd hit the ground pretty hard; there was a small pool of blood now forming just to the left"
"opting instead for a chemical response that resulted in happiness. No one else recognized it, but after what she'd been through, no one questioned it either.
""I'm finally going to see someone about this, Calvin,"" she said, pointing to her bump. ""Dr. Mason, the rower, the one who let me row in the men's eight. Remember?"" She stared at the inscription as if awaiting a reply.
—
Twenty-five minutes later, as she pressed a button in a narrow elevator, her only companion a fat man in a straw hat, she braced herself for more unsolicited advice. And sure enough, he reached out his hand and placed it on her belly as if she were a hands-on exhibit at the Natural History Museum. ""I bet eating for two is fun,"" he admonished, patting her, ""but remember: one of them is just a baby!""
""Remove your hand,"" she said, ""or live to regret it.""
""Bada bada bada!"" he sang, thumping her stomach like a bongo drum.
""Bada bada boom,""","she rejoined, swinging her handbag directly into his crotch, the impact of which was compounded by a heavy stone mortar she'd picked up earlier that day from Chemical Supply. The man gasped, then doubled over in pain. The doors slid open.
""Have a bad day,"" she said. She stomped down the hallway, encountering a seven-foot-tall stork wearing bifocals and a baseball hat. In its beak hung two bundles: one pink, one blue.
""Elizabeth Zott,"" she"
"despite his assurances, that her feelings were allowable. She'd come to believe she was the only woman on earth who'd planned to remain childless. ""If I'm being perfectly honest,"" she finally said, her voice heavy with guilt, ""I don't think I can do this. I was not planning on being a mother.""
""Not every woman wants to be a mother,"" he agreed, surprising her. ""More to the point, not every woman should be."" He grimaced as if thinking of someone in particular. ""Still, I'm surprised by how many women sign up for motherhood considering how difficult pregnancy can be—morning sickness, stretch marks, death. Again, you're fine,"" he added quickly, taking in her horrified face. ""It's just that we tend to treat pregnancy as the most common condition in the world—as ordinary as stubbing a toe—when the truth is, it's like getting hit by a truck. Although obviously a truck causes less damage."" He cleared his throat, then made a note in her file. ""What I mean to say is, the exercise is helping. Although I","'m not sure how you erg properly at this stage. Pulling into the sternum would be problematic. What about The Jack LaLanne Show? Ever watch him?""
At the mention of Jack LaLanne's name, Elizabeth's face fell.
""Not a fan,"" he said. ""No problem. Just the erg, then.""
""I only kept on with it,"" she offered in a low voice, ""because it exhausts me to the point where I can sometimes sleep. But also because I thought it might, well—""
""I understand,"" he said, cutting her off"
"'s ugly, violent scribble. Human parents, he'd noted, had a tendency to lie to their children.
""It's a puppy,"" her child said, her hands covered in chalk.
""And such a pretty puppy!"" the mother rejoined.
""No,"" the child said, ""it's not pretty. The puppy's dead. It got killed!"" Which Six-Thirty, after a second, closer look, found disturbingly accurate.
""It is not a dead puppy,"" the mother said sternly. ""It is a very happy puppy, and it is eating a bowl of ice cream."" At which point the frustrated child flung the chalk across the grass and stomped off for the swings.
He retrieved it. A gift for the creature.
—
They walked the five blocks together, Elizabeth in a shirtdress that strained at her bump, striding as if going off to war. On her back was a bright red satchel stuffed with books; on his, bike messenger panniers repurposed for all the extra books her satchel could not hold.
","""I'm starving,"" she said aloud as they walked, the air heavy with November. ""I could eat a horse. I've been monitoring my urine, analyzing my hair proteins, and…""
This was true. She'd been tracking her urine's glucose levels, noting the amino acid chain of her hair's keratin, and analyzing her body's temperature in their lab for the last two months. It wasn't clear to Six-Thirty what any of it meant, but he was relieved to see her taking more interest in their"
"yrant was no less demanding than Nero; no less insane than King Ludwig. And the crying. It made her feel inadequate. Worse, it raised the possibility that her daughter might not like her. Already.
Elizabeth closed her eyes and saw her own mother, a cigarette stuck to her bottom lip, her ashes landing in the casserole Elizabeth had just taken out of the oven. Yes. Not liking one's mother from the very start was entirely possible.
Beyond that, there was the repetitiveness—the feeding, the bathing, the changing, the calming, the wiping, the burping, the soothing, the pacing; in short, the volume. Many things were repetitive—erging, metronomes, fireworks—but all of those things usually ended within an hour. This could go on for years.
And when the baby slept, which was never, there was still more work to be done: laundry, bottle prep, sanitizing, meals—plus the constant rereading of Dr. Spock's The Common Sense Book of Baby and Child Care",". There was so much to do she couldn't even make a to-do list because making a list was just one more thing to do. Plus, she still had all of her other work to do.
Hastings. She glanced in worry across the room at an untouched foot-high pile of notebooks and research papers, the larger stacks work from her colleagues. When she'd been in labor, she told Dr. Mason she didn't want anesthesia. ""It's because I'm a scientist,"" she'd lied. ""I want"
"laid her on the table, and, swiping a clean diaper from the nearby drying rack, changed the writhing infant like a cowboy roping a calf. ""I know it can't be easy for you, Miss Zott, without Mr. Evans I mean. I'm very sorry for your loss, by the way. I know it's a bit late to say so, but better late than never. Mr. Evans was a good man.""
""You knew…Calvin?"" Elizabeth asked, still foggy. ""H-How?""
""Miss Zott,"" she said pointedly. ""I'm your neighbor. Across the street? In the little blue house?""
""Oh, oh, yes, of course,"" Elizabeth said, reddening, realizing she'd never spoken to Mrs. Sloane before. A few waves from the driveway; that had been it. ""I'm sorry, Mrs. Sloane, of course I know you. Please forgive me—I'm tired. I must have fallen asleep on the floor. I can't believe I did that; it's a first.""
""Well, it won't be","the last,"" Mrs. Sloane said, suddenly noticing that the kitchen was not really a kitchen at all. She got up and holding Madeline in the crook of one arm like a football, gave herself a tour. ""You're a new mother and you're all alone and you're exhausted and you can barely think and—what the hell is this?"" She pointed at a large silver object.
""A centrifuge,"" Elizabeth said. ""And no, I'm fine, really."" She attempted to sit up straight.
""No one's fine with a newborn, Miss"
"ane retired last year and he's at home all the time now, so don't think you'll be interrupting anything because you won't; in fact, you'll be doing me a favor. Understood?"" She bent down to retrieve something from her shopping bag. ""I'll just leave this here,"" she said, removing a foil-wrapped casserole. ""I'm not saying it's good, but you need to eat.""
""Mrs. Sloane,"" Elizabeth said, realizing she did not want to be alone. ""You seem to know a lot about babies.""
""As much as anyone can ever know,"" she agreed. ""They're selfish little sadists. The question is, why anyone has more than one.""
""How many did you have?""
""Four. What are you trying to say, Miss Zott? Are you worried about something in particular?""
""Well,"" Elizabeth said, trying to keep her voice from wavering, ""it's…it's just that…""
""Just say it,"" Sloane instructed. ""Boom. Out.""
""I'm a terrible mother",","" she said in a rush. ""It's not just the way you found me asleep on the job, it's many things—or rather, everything.""
""Be more specific.""
""Well, for instance, Dr. Spock says I'm supposed to put her on a schedule, so I made one, but she won't follow it.""
Harriet Sloane snorted.
""And I'm not having any of those moments you're supposed to have—you know, the moments—""
""I don't—""
""The blissful moments"
"Calvin Evans, Mr. Sloane took instant notice. He talked about her constantly, his comments lewd and low like a mangy hyena. ""Would you look at that,"" he'd say, staring out the window at the young woman getting in her car while rubbing his naked belly in a circular motion, dispersing tiny black curls to every corner of the room. ""Yeah.""
Whenever this happened, Harriet left the room. She knew she should be used to it by now, his desire for other women. It was on their honeymoon that he'd first masturbated to girlie magazines right next to her in bed. She'd gone along with it because what else was she supposed to do? Besides, she'd been told it was normal. Healthy, even. But as the magazines got raunchier, the habit grew, and now here she was, fifty-five years old, neatening his sticky stack of periodicals with a stone in her heart.
That was the other revolting thing about him. Like so many undesirable men, Mr. Sloane truly believed other women found him attractive",". Harriet had no idea where that specific brand of self-confidence came from. Because while stupid people may not know they're stupid because they're stupid, surely unattractive people must know they're unattractive because of mirrors.
Not that there was anything wrong with being unattractive. She was unattractive and she knew it. She also knew that Calvin Evans was unattractive, and the sloppy dog Elizabeth brought home one day was unattractive, and there was a good chance Elizabeth's future baby would be unattractive,"
"crunching loudly. He was very fond of his biscuits—yet another triumph from the kitchens of Elizabeth Zott. It made him think, Why not name the baby after something in the kitchen? Pot. Pot Zott. Or from the lab? Beaker. Beaker Zott. Or maybe something that actually meant chemistry—something like, well, Chem? But Kim. Like Kim Novak, his favorite actress from The Man with the Golden Arm. Kim Zott.
No. Kim was too short.
And then he thought, What about Madeline? Elizabeth had read him Remembrance of Things Past—he couldn't really recommend it—but he had understood that one part. The part about the madeleine. The biscuit. Madeline Zott? Why not?
""What do you think of the name 'Madeline,' "" Elizabeth asked him after finding Proust inexplicably propped open on her nightstand.
He looked back at her, his face blank.
—
The only problem was, getting Mad's name changed to Madeline required a trip to city hall, and once there, a form that demanded a marriage certificate and several other details Elizabeth","wasn't very excited to share. ""You know what?"" Elizabeth said, meeting Six-Thirty on the stairs just outside the building. ""We'll just keep this between ourselves. She's legally Mad, but we'll call her Madeline and no one will be the wiser.""
Legally Mad, Six-Thirty thought. What could possibly go wrong?
—
The other thing about Mad: she got really mad when the Hastings people dropped by. ""Colicky,"" Dr. Spock would have diagnosed. But Elizabeth thought it might be that the baby was a good"
". This was called ignoring. Or wait, no. Ignorance. He'd just learned that one. By the way and not to brag, but his word count was up to 497.
—
The only person besides Elizabeth who didn't seem to underestimate what a dog understood, or what it meant to be a working mother, was Dr. Mason. As threatened, he dropped by her home about a year after the delivery, ostensibly to see how things were going, but more obviously to remind her about his boat.
—
""Hello, Miss Zott,"" he said as she opened the door at seven fifteen a.m., astonished to see him there, in his rowing kit, his crew cut damp from a hard row in the morning fog. ""How are things? Not to make this about me, but I had the most godawful row this morning."" He stepped in and walked past her, casually fighting his way upstream through the litter of babyhood until making it to the lab, where he found Mad contemplating her escape from her high chair.
""Well there she is!"" he beamed. ""All grown up and still alive.","Excellent."" He noted a pile of freshly washed diapers, grabbed one, and began to fold. ""I can't stay long, but I was in the neighborhood and thought I'd check in."" He leaned down to take a better look at Mad. ""My golly, she's a big one. I guess we can thank Evans for that. How goes the parenting?"" But before Elizabeth could answer, he picked up Dr. Spock's baby book. ""Spock's a decent source of information. He's a rower, you know"
"selves in the smallest of ways. This one; she can read a room.""
Elizabeth nodded. Last week she'd peeked in on Mad during naptime and found the child sitting up in her crib explaining something in earnest to Six-Thirty. Elizabeth had hung back, watching in wonder as the baby, wobbling back and forth like a bowling pin threatening to topple, waved her hands as she chattered a steady stream of consonants and vowels strung together haphazardly, like laundry on a line, but delivered with the kind of passion that made it clear she was an expert in this area. Six-Thirty stood next to the crib, rapt, his nose stuck between the slats, ears tracking every syllable. Mad paused in midair as if she'd just lost her train of thought, then leaned forward toward the dog and started in again. ""Gagagagazozonanowoowoo,"" she said as if clarifying a point. ""Babbadodobabdo.""
Having a baby, Elizabeth realized, was a little like living with a visitor from a distant planet.","There was a certain amount of give and take as the visitor learned your ways and you learned theirs, but gradually their ways faded and your ways stuck. Which she found regrettable. Because unlike adults, her visitor never tired of even the smallest discovery; always saw the magic in the ordinary. Last month Mad had let out a shriek from the living room, and Elizabeth ruined an hour's worth of work in her rush to her side. ""What is it, Mad?"" she said, swooping in like a helicopter in a war zone. ""What's wrong?""
Mad"
"for everything. You mostly rowed with Evans—you don't really understand the finer points of rowing culture. Just give it a few rows; you'll see.""
She hoped he was being honest, because the truth was, she'd loved being out on the water again. She felt exhausted, but in a good way.
""What I find interesting about rowing,"" Dr. Mason was saying, ""is that it's always done backwards. It's almost as if the sport itself is trying to teach us not to get ahead of ourselves."" He opened his car door. ""Actually, when you think about it, rowing is almost exactly like raising kids. Both require patience, endurance, strength, and commitment. And neither allow us to see where we're going—only where we've been. I find that very reassuring, don't you? Except for the flip-outs—of course. I could really do with fewer flip-outs.""
""You mean flips.""
""Flip-outs,"" he insisted, getting in his car. ""Yesterday one of my kids hit the other with a shovel.""
","Chapter 20: Life Story, Lessons in Chemistry
Chapter 20
Life Story
Although she was only almost four, Mad was already bigger than most five-year-olds and could read better than many sixth graders. But despite these physical and intellectual strides, just like her antisocial mother and grudge-holding father, she had few friends.
""I'm worried it could be a gene mutation,"" Elizabeth confided to Harriet. ""Calvin and I could both be carriers.""
""The I-hate-people gene?"" Har"
"al story.""
""No,"" Mad said. ""It's my life story.""
Elizabeth nodded in pretend understanding. A lawn mower?
""And what's this part?"" Elizabeth asked, pointing at the swirl that dominated the picture.
""That's the pit of death,"" Mad said.
Elizabeth eyes widened in worry. ""And this?"" She pointed at a series of slanty lines. ""Rain?""
""Tears,"" Mad said.
Elizabeth knelt down, her eyes level with Mad's. ""Are you sad, honey?""
Mad placed her small, chalky hands on either side of her mother's face. ""No. But you are.""
—
After Mad went outside to play, Harriet said something about ""out of the mouths of babes,"" but Elizabeth pretended not to hear. She was already aware that her daughter could read her like a book. She'd noted this before—how Mad could sense exactly those things everyone wanted to hide. ""Harriet has never been in love,"" she'd said out of the blue during dinner last week. ""Six-Th","irty still feels responsible,"" she'd sighed at breakfast. ""Dr. Mason is sick of vaginas,"" she'd mentioned at bedtime.
""I'm not sad, Harriet,"" she lied. ""In fact, I have great news. Hastings offered me a job.""
""A job?"" Harriet said. ""But you have a job—one that lets you work, raise Mad, walk Six-Thirty, conduct your research, and row. How many women can say that?""
None, thought Elizabeth, including herself. Her nonstop schedule was killing her,"
"still rowing. Well, maybe if she hadn't been rowing, she'd be further on with her own work. Although he'd already gone through the files she'd brought in and he was shocked to realize she was much further along than Boryweitz seemed to realize. The man was an idiot.
""Here,"" Donatti said, handing her a huge stack of papers. ""Start by typing these. Also, we're low on coffee. And talk to each of the fellas—see what kind of support they need.""
""Support?"" Elizabeth said. ""But I'm a chemist, not a lab tech.""
""No, you're a lab tech,"" Donatti said firmly. ""You've been out of the game for a while now. Surely you didn't think you could just waltz in here and get your old job back—not after years of thumb twiddling. But here's the deal—work hard and we'll see.""
""But this isn't what we discussed.""
""Relax, Luscious,"" he drawled. ""It's not—""
""What did you just call","me?""
But before he could answer, his secretary reminded him of a meeting.
""Look,"" he said, turning back to Elizabeth, ""you enjoyed favored status when Evans was here and plenty of people haven't forgiven you for that. This time, though, we'll make sure everyone knows you earned your place. You're a bright girl, Lizzie. It's possible.""
""But I was counting on the chemist's paycheck, Dr. Donatti. I can't get by financially as a lab tech. I've got a child to"
". Like you did.""
""I was fired,"" Elizabeth said, her voice filling with fury. ""Thanks, in part, to women like you,"" she snapped, ""women who pander—""
""I do not pander—""
""Who play along—""
""I do not play along—""
""Who seem to think their self-worth is based on what a man—""
""How dare you—""
""No!"" Elizabeth shouted, pounding on the thin steel panel that separated them. ""How dare you, Miss Frask! How dare you!"" She stood up, opened her stall door, strode to the sink, turning the faucet handle with such force it came off in her hand. Water spewed out, soaking her lab coat. ""Dammit!"" she yelled. ""Dammit!""
""Oh Jesus,"" Frask said, materializing at her side. ""Let me."" She pushed Elizabeth to the left, then bent down and shut off the water valve under the sink. As she straightened up, the two women faced off.
""I've never pretended to be a man, Frask!"" Elizabeth shouted as she","blotted her lab coat with a paper towel.
""And I'm not a panderer!""
""I'm a chemist. Not a woman chemist. A chemist. A damn good one!""
""Well, I'm a personnel expert! An almost-psychologist,"" Frask shouted.
""Almost-psychologist?""
""Shut up.""
""No really,"" Zott said. ""Almost?""
""I didn't have a chance to finish, okay? What about you? Why aren't you a PhD, Zott"
", kindergartner at Woody Elementary, and light of his life. He would do anything for that child. That included taking his daily browbeating from his boss, who recently threatened he'd be out of a job soon if he didn't do something about that empty afternoon programming slot.
Walter took out a handkerchief and blew his nose, looking at the cloth right after, as if to see what his insides were made of.
Phlegm. Not a surprise.
A woman had come to see him a few days back—Elizabeth Zott, mother of…he couldn't remember the kid's name. According to Zott, Amanda was causing trouble. No surprise; Mrs. Mudford, her teacher, claimed Amanda was always causing trouble. Which he refused to believe. Yes, Amanda was a bit anxious like he was, a bit overweight like he was, a bit of a people pleaser like he was, but you know what else Amanda was? A nice kid. And nice kids, like nice adults, were rare.
You know what else was rare? A woman like Elizabeth Zott. He could not stop thinking about","her.
—
""Finally,"" Harriet said, wiping her wet hands on her dress as Elizabeth came in through the back door. ""I was starting to worry.""
""Sorry,"" she said, trying to keep the rage out of her voice. ""Something came up at work."" She threw her bag down and collapsed in a chair.
She'd been back at Hastings for two months now and the stress of underemployment was killing her. She knew people in high-stress jobs often longed for a simpler position—something that didn't require heart or brain"
"casseroles in the oven,"" Harriet said to Elizabeth as she heaved herself toward the door. ""I need to go feed the beast. Call Pine back.""
""You called Amanda Pine?"" Madeline gasped.
""Her father,"" Elizabeth said. ""I told you. I visited him three days ago and got the entire lunch business straightened out. I think he understood our position, and I am certain Amanda will not be stealing your lunch ever again. Stealing is wrong,"" she snapped, thinking of Donatti and his article. ""Wrong!"" Both Madeline and Harriet jumped.
""She…she brings a lunch, Mom,"" Madeline said carefully. ""But it's not normal.""
""That's not our problem.""
Madeline looked at her mother as if she was missing the point.
""You need to eat your own lunch, bunny,"" Elizabeth said more quietly. ""To grow up tall.""
""But I'm already tall,"" Madeline complained. ""Too tall.""
""One can never be too tall,"" Harriet said.
""Robert Wadlow died from","being too tall,"" Madeline said, tapping the cover of The Guinness Book of Records.
""But that was a pituitary gland disorder, Mad,"" Elizabeth said.
""Nine feet tall!"" Madeline emphasized.
""Poor man,"" Harriet said. ""Where does someone like that shop?""
""Height kills,"" Madeline said.
""Yes, but everything kills eventually,"" Harriet said. ""That's why everyone ends up dead, sweetheart."" But when she noticed Elizabeth's mouth drop and Madeline slump, she instantly reg"
"like school, Mom?"" Mad asked.
""Well,"" said Elizabeth, ""we moved a lot, so sometimes there weren't schools for me to go to. But I went to the library. Still, I always believed going to a real school could be lots of fun.""
""Like when you went to UCLA?""
A sudden sharp vision of Dr. Meyers floated in front of her. ""No.""
Madeline cocked her head to the side. ""Are you okay, Mom?""
Without realizing it, Elizabeth had covered her face with her hands. ""I'm just tired, bunny,"" she said as the words slipped out between her fingers.
Madeline laid down her fork and studied her mother's stricken posture. ""Did something happen, Mom?"" she asked. ""At work?""
From behind her fingers, Elizabeth considered her young daughter's question.
""Are we poor?"" Madeline asked, as if that question naturally followed the former.
Elizabeth took her hands away. ""What makes you say that, honey?""
""Tommy Dixon says we're poor.""
""Who's Tommy Dixon?"" she","asked sharply.
""A boy at school.""
""What else did this Tommy Dixon—""
""Was Dad poor?""
Elizabeth flinched.
—
The answer to Mad's question lay in one of the boxes she and Frask had stolen from Hastings. At the very bottom of box number three lay an accordion folder labeled ""Rowing."" When she first spied it, Elizabeth naturally assumed it would be filled with newspaper clippings recording the glorious wins of his Cambridge boat. But no; it was stuffed with Calvin's post-C"
"akely wrote back. ""Although I love the water. I'm a surfer. I grew up in Commons, California. Ever been to California? If not, you should go. Commons is beautiful. Best weather in the world. They row there, too.""
—
Elizabeth sat back on her heels. She remembered how vigorously Calvin had circled Hastings's return address in the offer letter. Commons, California. So he'd accepted Donatti's insulting offer, not to further his career, but to row? Thanks to a one-line weather report from a religious surfer? Best weather in the world. Really? She moved on to the next letter.
—
""Did you always want to be a minister?"" Calvin asked.
""I come from a long line of ministers,"" Wakely answered back. ""It's in my blood.""
""Blood doesn't work that way,"" Calvin corrected. ""By the way, I've been meaning to ask: Why do you think so many people believe in texts written thousands of years ago? And why does it seem the more supernatural, unprovable, improbable",", and ancient the source of these texts, the more people believe them?""
""Humans need reassurance,"" Wakely wrote back. ""They need to know others survived the hard times. And, unlike other species, which do a better job of learning from their mistakes, humans require constant threats and reminders to be nice. You know how we say, 'People never learn?' It's because they never do. But religious texts try to keep them on track.""
""But isn't there more solace in science?"" Calvin responded. ""In things we can prove and"
"ers were breathing down his neck to get it filled immediately. A children's clown show had previously filled the now-empty slot, but in the first place, it hadn't been very good, and in the second place, its clown star had been killed in a bar fight, making the show completely dead in the truest sense.
For the last three weeks, he'd been scrambling to find something else to take its place. He'd spent eight hours a day screening promo reels from countless would-be stars—magicians, advice givers, comedians, music instructors, science experts, etiquette mavens, puppeteers. Wading through it all, Walter couldn't believe the drivel other people produced, nor could he believe they had the gall to commit it to film, put it in the mail, and send it to him. Had they no shame? Still, he had to find something fast: his career depended on it. His boss had made that abundantly clear.
On top of work woes, four times this month he'd been summoned in to see Mrs. Mudford, Amanda'","s kindergarten teacher, who most recently had threatened to report him simply because, in a cloud of exhaustion and depression, he'd inadvertently packed his gin flask where Amanda's milk thermos was supposed to go. He'd also sent a stapler instead of a sandwich, a script instead of a napkin, and some champagne truffles that time they were out of bread.
—
""Mr. Pine?"" Elizabeth said, interrupting his thoughts. ""I've had a long day. Is there something you wanted?""
""I want to"
"'s executive producer and station manager, had been very clear when he'd approved the cooking show concept.
""You know what to do,"" he'd said after meeting Elizabeth Zott. ""Big hair, tight dresses, homey set. The sexy-wife-loving-mother every man wants to see at the end of the day. Make it happen.""
Walter looked at Phil across the expanse of Phil's ridiculously oversized desk. He didn't like Phil. He was young and successful and clearly better at everything than Walter, but he was also crass. Walter didn't like crass people. They made him feel prudish and self-conscious, as if he were the last remaining member of the Polite People, a now-extinct tribe best known for their decorum and good table manners. He passed his hand across his graying fifty-three-year-old head.
""Here's an interesting twist, Phil. Did I tell you that Mrs. Zott can cook? I mean, really cook. She's an actual chemist. Works in a lab with test tubes and things. Even has a master'","s in chemistry, if you can imagine that. I was thinking we could play up her credentials; give housewives someone to relate to.""
""What?"" Phil said, surprised. ""No, Walter, Zott is not relatable, which is good. People don't want to see themselves on TV, they want to see the people they'll never be on TV. Pretty people, sexy people. You know how this works."" He looked at Walter, perturbed.
""Of course, of course,"" Walter said, ""it's just that I thought we might shake things up a"
"saying about circadian rhythms.""
""Right,"" he said, ""As you well know, humans are biologically programmed to sleep twice a day— a siesta in the afternoon, then eight hours of sleep at night.""
She nodded.
""Except most of us skip the siesta because our jobs demand it. And when I say most of us, I really just mean Americans. Mexico doesn't have this problem, nor does France or Italy or any of those other countries that drink even more than we do at lunch. Still, the fact remains: human productivity naturally drops in the afternoon. In TV, this is referred to as the Afternoon Depression Zone. Too late to get anything meaningful done; too early to go home. Doesn't matter if you're a homemaker, a fourth grader, a bricklayer, a businessman—no one is immune. Between the hours of one thirty-one and four forty-four p.m., productive life as we know it ceases to exist. It's a virtual death zone.""
Elizabeth raised an eyebrow.
""And although I said it affects everyone,"" he","continued, ""it's an especially dangerous time for the homemaker. Because unlike a fourth grader who can put off her homework, or a businessman who can pretend to be listening, the homemaker must force herself to keep going. She has to get the kids down for a nap because if she doesn't, the evening will be hell. She has to mop the floor because if she doesn't, someone could slip on the spilled milk. She has to run to the store because if she doesn't, there will be nothing to eat. By the way,"" he said"
