prefix,suffix
"out you're in the minority. That's consensus.'


'Mira,' Katie said, 'I think he gets it.'


'I'm in,' Shelley said.


'
Really?
' Mira said, turning to her with a look of such naked relief and gratitude that Shelley felt her heart swerve in her chest – but whether from endearment or from shame, she wasn't sure.


'Yeah,' Shelley said, smiling at her. 'A hundred grand, man. Bring it on.'


They took the vote. Tony left the café shortly afterwards, and the following day Mira and Shelley boxed up their belongings, cleaned the flat, placed an advertisement for a sublet, gave their house keys to a friend, and loaded up the van a second time; and as they backed out of the driveway, selected a playlist, and left the city for the open road, five hundred kilometres away, under a vast unsmiling portrait of Queen Elizabeth II, Mr Darvish knelt, and Sir Owen arose.

","






















II


























 




'is that a medal?' said mark mulloy, tilting the
 photo frame towards the light. 'I thought it was a pacemaker.'


'Let me see,' said Cathy. 'I want to see.'


'They've got different names,' said Lady Darvish from the kitchen. '"
"envy other people's marriages one bit.


His mind wandered over the chores he'd set himself to do that weekend. The Audi needed to be taken in for servicing; the LPG tank on the barbecue was dry; the kitchen knives could do with being sharpened; and he wanted to get up into the eaves and find out why the gutter guard kept popping out. Nothing particularly pressing, but he liked to be kept busy. They had bought the flat in Wellington, where they were now, purely as 
129
a pied-à-terre, and the place seemed much smaller now they were living there full-time. Jill had teased him that he'd started breaking things on purpose, just to give himself a reason to get out his tools; it wasn't true, of course, but he had begun to feel a little crazy, having stayed in town so long. He missed the sense of scale at Thorndike, the far shape of the ranges, the open views across the lake; he missed the ancient thrill of being dwarfed by nature, while at the same time feeling his dominion","over it.


He hadn't lied when he'd told the local rag that Thorndike was the best place he'd ever lived. When Jill's dad died and they inherited the property, they'd sold their sprawling family home in the Wairarapa and given most of the proceeds to the kids to help with their down payments and, in Rachel's case, to blow on a 1920s-themed vineyard wedding that he still couldn't hear mentioned without rolling his eyes at the expense. The plan had"
"

'Kiwi?' said Mark.


'He's American,' said Lady Darvish. 'A billionaire.'


Cathy gasped.


'I know,' said Lady Darvish. 'A billionaire next door.'


'I hope you absolutely rinsed him then,' said Mark to Sir Owen.


'Oh yes,' he said, enjoying himself, 'we got a very good price.'


'He didn't want a discount because of the landslide?'


'The opposite, actually. It was a drawcard, wasn't it, Jill?'


'That's just what I mean,' she said. 'The James Bond thing. 
133
He wanted somewhere that was easily defended. He actually used those words: ""easily defended"".'


'Oh go on,' said Cathy. 'Just say his name. We won't know him anyway.'


'Well, you didn't hear it from us,' said Lady Darvish.


'You didn't hear anything from us,' said","Sir Owen.


'His name is Robert Lemoine,' said Lady Darvish.


'Robert Lemoine?' said Cathy.


'Remember that helicopter crash in Florida?' said Sir Owen. 'Big story – everyone on board was killed – few years ago? That was his wife.'


'Kazarian,' said Lady Darvish.


'Yeah. Gizela Kazarian. A model. She was only young.'


'Have you heard of him?' said Lady Darvish."
"he was in the shower, or on the verge of sleep, he expressed deep gratitude towards himself from an imagined common point of view. At the same time, however, he wanted desperately to see the man cut down to size – and in this, he felt even more acutely Kiwi. He was long accustomed to regarding his country as an automatic underdog, as a righteous, plucky, decent, and fundamentally good-natured contender, unfairly disadvantaged, in any instance of unflattering international comparison, by its small population, its short history, 
137
and its geographical remoteness from the great power centres of the world. A habit of defensive self-exception masked a deep fear of his nation's insignificance, and a deep anxiety that at the end of the day, poetic justice might not in fact be served, and although this was largely a subconscious attitude, he did register in himself a genuine discomfort whenever New Zealand was held to any international standard that afforded no handicap for scale. All of this lent itself quite naturally to an anti-American","sentiment; and as he could not help but view Lemoine's colossal wealth and confidence in metonymic terms, he'd felt, ever since he'd met the man, an almost moral longing to defeat him. When he and Jill were alone, they often spoke about the billionaire in tones that bordered on contempt – a contempt made all the more bitter by the knowledge that Lemoine probably never spoke of 
them
 to anyone at all.


The Mulloys didn't stay much longer, and later, as he was stacking the d"
"The morning after the disastrous vote at Birnam Wood, Tony had awoken in his childhood bedroom with an idea for an article so fully formed in his mind that it was almost as though he'd written it already, in his sleep. The piece would be a searing indictment of the super-rich. He would expose, remorselessly, those hypocrites and cynics who publicly denied the catastrophe of climate change while secretly short-selling that very same position and hedging all their bets; the millionaires and billionaires who preached self-reliance while accepting vast handouts in the form of subsidies and easy credit, and who bemoaned red tape while building contractual fortresses to shield their capital from their ex-wives; the tax-dodging economic parasites who treated state treasuries like casinos and dismantled welfare programmes out of spite, who secured immensely lucrative state contracts through illegitimate back channels and grubby, endlessly revolving doors, who eroded civil standards, who demolished social norms, and whose obscene fortunes had","been made, 
in every case,
 on the back of institutions built with public funding, enriched by public patronage, and rightfully belonging to the public, most notably, the fucking 
Internet;
 the confirmed sociopaths who were literally vampiric with their regular transfusions of younger, healthier blood; the cancerous polluters who consumed more, and burned more, and wasted more than half the world's population put together; the crypto-fascist dirty tricksters who pretended to be populists while defraud"
"Tony.


'Daisy Willetts.'


'Oh, no,' said Brenda, 'I never liked that girl.'


'Please shut up,' said Tony to Veronica.


She was grinning. 'And Mira Bunting.'


'Will you shut the fuck up?' Tony exploded, pushing his chair back from the table. 'You don't know what the fuck you're talking about, Veronica!'


'Language!' said his mother. 'Tony!'


'I 
know,'
 said Veronica, holding up both hands. 'I 
know.
 That's what I'm 
saying. I couldn't guess
.'


'Why were you even trying to guess?' Tony said. 'What's wrong with you? Are you that sad and desperate? Texting fucking Hamish Loaker? Jesus Christ!'


'Tony!'


'Why are you embarrassed?' said Veronica. 'Rosie's great.'


'I'm not embarrassed,' said Tony. 'I'm","creeped out.'


'What do you mean, expelled?' said Brenda again.


'I said I didn't want to talk about it,' Tony said. He picked up his cereal bowl. 'And Mira hates my guts, by the way, so, thanks.'


'Why?' said Veronica.


'What happened?' said his mother. 'Tony?' But he had already slammed the door.


As he ate cross-legged on his unmade bed, he recalled a conversation that he'd"
". He had taken her lateness, irrationally, as a further sign of her cold feelings towards him; and although it hadn't escaped his notice that she had been patently astonished to see him when she'd finally arrived, he had been so worked up by that point that he'd interpreted her shock as mere amazement that he'd had the temerity to show his face at Birnam Wood at all. Even now, he had no doubt that she and Shelley were united. Shelley could have hardly acted faster to cast her vote in Mira's favour, and he'd caught the look of sympathy and gratitude that had passed between them afterwards, which he'd experienced almost as a personal rebuke. He'd left the hui feeling comprehensively humiliated, and when Rosie Demarney tapped him on the shoulder in the queue to the bar at the Fox and Ferret an hour later, he'd actually groaned: he was really sorry, he'd told her, but seriously, all he wanted was to have a drink alone. It was a bit depressing, Tony thought now, to realise that he'd never had more","luck, romantically speaking, than when he'd felt that he had hit rock bottom; he was never more attractive, apparently, than when he knew that he had nothing whatsoever left to lose.


There was a knock on his bedroom door as he was crossing to it, and he opened it to find Veronica holding out a mug of coffee.


'Sorry,' she said. 'I was just giving you shit.'


Tony was touched. 'Thanks,' he said, taking the mug.


'Mum said you were really looking"
"nothing that connected Robert Lemoine with Thorndike – or, for that matter, with Owen or Jill Darvish – in any way. Combing back through the news articles about the knighthood, he noticed that although Owen Darvish had mentioned Autonomo several times in the interviews he'd given to the press, he had never actually named Lemoine. Tony was starting to feel excited. Mira had said that Lemoine had bought the farm off-radar, but if the sale wasn't public knowledge yet, then he was looking at yet another scoop – a particularly damning one, he thought, for the decorated Owen Darvish, Knight Companion of the New Zealand Order of Merit, who played the part of Mr Fully Kiwi, Mr 100% Pure, Mr Yeah Nah She'll Be Right with such aplomb. Tony called up the land records database and submitted a request to view the title certificate to the property, paying a five-dollar fee for the privilege, and when he finally turned off his light again a little after 2 a.m., the last thing that crossed his mind before he drifted","off to sleep was a quotation that he'd 
154
heard someplace, whose attribution he'd forgotten – that only something that a person didn't want to see in print was news, and everything else was advertising.


He arrived in Thorndike late the next day and parked in the long-term car park next to the visitor's centre, which was empty save for one other car. He had brought with him his reporter's notebook and a Dictaphone, but before he made his presence known among the locals, he wanted to"
"bag split open when he pressed it against the side of the pot to wring out the last of the flavour, and he was obliged to spend the next few minutes fishing out tea leaves – a task he found so enjoyably absorbing that he consciously stilled his body and slowed his breath in order to focus on it, willing himself to move only his wrist, and then only his fingertips, as he chased the little specks of darkness around the toffee-coloured surface of the liquid with the tip of his spoon.


He ate his dinner out of the pouch, drank the tea, then peeled off his sodden clothes and exchanged them for a fleece and a 
158
pair of woollen leggings, rubbing his arms and legs vigorously to warm up. His phone was in a ziplock bag at the bottom of his backpack, powered off; he doubted that he'd get a signal, but when he turned it on to check, he was surprised to see four bars of service. A text message was waiting from Rosie, asking if he had arrived okay, and if he was having","a good time. He typed out a bland reply, sent it off, and then turned off the phone again before she had a chance to respond, feeling oddly a little disappointed that despite his intrepid circumstances he still had ready access to the Web. After brushing his teeth and spitting the foam into the undergrowth, he climbed into his bivvy bag, turned off his head torch, and fussed for a minute with a spare jersey, which he folded and refolded and then tucked beneath his head as a pillow. It couldn't be"
". Then Tony nodded at the truck. 'Bit of a job driving that up here.' 
162


'Yeah,' said the man.


'No four-wheel drive, I'm guessing?'


'Yeah, not so much.' His accent was either American or Canadian; Tony could never tell the difference, and never asked, in case he got it wrong.


'You must really need the signal,' he said.


The man glanced towards the fence. 'I guess somebody does.'


'The research there,' Tony said, after another little pause, 'is it –?'


'Yeah, geophysics,' said the man. 'Radiometric survey.'


'Oh right,' Tony said. 'What does that involve?'


'Don't ask me,' said the man. 'I'm just security.'


'But like – radiation? Like radioactive?'


Tony knew that granite contained radioactive elements – he recalled a chemistry class in high school where he'd set off a Geiger counter by waving it","over a chunk of granite, a banana, and a vintage watch with hands that glowed in the dark – and there was plenty of granite around the Korowai Pass; he'd spent the night beside a giant slab of it. He looked at the fence with new interest.


But the man only shrugged. 'Like I said.'


'Huh,' said Tony. 'You'd think they would have told you.'


'Yeah, well,' said the man, and shrugged again.


'"
"out of his pocket and wrote the letters on the back of his hand. 'Zulu Kilo Charlie Uniform Oscar,' he murmured aloud with some relish, for he had learned the phonetic alphabet at school, and he always enjoyed having a reason to recall it.


He watched the plane for almost an hour without seeing any movement, and briefly considered climbing over the fence to get a closer look; but he was rewarded for his patience when a man in a dark tracksuit finally strolled up the hill and into view. It could only be Lemoine; at his side was Mira, and they appeared to be deep in conversation. Lemoine was gesturing around him at the hillside, and Mira was nodding, and gesturing as well; after ten minutes or so, they seemed to reach an agreement, for they shook hands and said goodbye. Mira headed back downhill and Lemoine returned to the plane and climbed back into the cockpit, and Tony made a gun out of his index finger and his thumb, aimed it at the billionaire, and pulled the trigger. 'Pow,' he whispered. The propellers juddered to life. Lemo","ine reversed the aircraft in a neat half-circle until it was facing south, and then he opened the throttle, roared down the airstrip, and took off.


Tony hadn't stayed to see him go. By the time the plane had vanished over the peaks of the Korowai ranges, he was on his way back to Thorndike to refill his water bottles, retrieve his laptop from the boot of Veronica's car, and pursue the first proper lead – he whispered it – of his career. 
167


Back"
"ended outdoor charge points meant for fairy lights and lawn mowers and power washers, or a list of names of all the soft-hearted locals she'd won over, who were willing to exchange the use of a power strip for an hour or so of light domestic chores. 'Keep your money,' she would have said, affecting a lordly magnanimity, 'put away your little coins; I give you electricity for free.' But that was the old Mira, Tony thought with bitterness as he climbed into his sleeping bag. God only knew what the new Mira – the fully funded, value-maximising, if-you-can't-beat-'em-join-'em Mira – would do.


He woke on Monday morning to find an email waiting in his inbox; it was the title certificate for 1606 Korowai Pass Road that he'd requested, and he opened the attachment to discover that the title was held by Jill and Owen Darvish, as it had been since May 2012, and that although permission had been sought to subdivide, no material changes to the","property had yet been carried out.


Tony sat up in his sleeping bag, frowning. At the hui Mira had said explicitly that Lemoine had bought the farm. He must have done – he'd paid her ten thousand dollars already. Why would he pay her to come and cultivate a patch of land he didn't 
171
own? And what about the bunker? Mira had definitely said that he was putting in a bunker. What kind of survivalist would build a bunker on property that belonged to someone else? That would defeat the whole purpose,"
",' Sir Owen repeated. 'That's what you said.'


'No,' Tony said. 'I meant the research site in Korowai National Park. Above the landslide.'


The line went quiet. Then Sir Owen said, 'What?'


'The radiometric survey site. Up near the pass, above the landslide.'


'I think we've got our wires crossed somewhere here,' Sir Owen said.


'I spoke to a security guard,' Tony said. 'He said it was something involving radiometric—'


'Security guard where?'


'In the national park,' Tony said. 'Right behind your back fence.'


'Sorry, mate, you're not making any sense.' 
175


'There was a mobile phone tower and a security guard and a fence around—'


'Sorry, mate. Sorry.'


'You mentioned Autonomo,' Tony began, but Sir Owen said, loudly, 'Thanks anyway,' and before Tony could say anything else, he'd hung up.


Tony clicked off his","Dictaphone and sat in the front seat frowning and staring out through the windscreen at the cloudy surface of the lake. His phone buzzed in his hand, startling him, and he looked down to see that he'd received a text message: it was from Rosie, and she wanted to know if he was winning.


'Well, I just had my first ""no comment"",' he texted back, 'so I guess that means I'm onto something.'


'Definitely,' she replied, and Tony was plunged instantly into doubt. Was"
"lings transplanted from their potting sheds back home. Kale was next, and peas, and onions, and potatoes in growing bags – with all the limestone around, Mira had reckoned that the tubers wouldn't thrive if planted directly in the ground – and then broccoli, and cabbages, and herbs along the borders, and cucumbers on climbing frames … and that would take them to September, and the spring. Already the livestock pens beside the shearing shed had been transformed into a kind of patchwork hothouse, assorted panes of glass and 
179
Perspex laid across the rails, and lengths of plastic sheeting stapled to the posts against the wind. The weekend crew had brought down a trailer load of compost from the city, and they'd spent all of Saturday and Sunday digging it in; the earth was no longer grey and compacted underfoot, but dark and rich and damp and airy – 'Friable tilth,' they always said, putting on an accent, laughing at the sounds, 'Yessir, you've got yourself a fine patch","of friable tilth right there'; 'Hoo-ee! I do love me some friable tilth!' Ordinarily Mira would have scoured the neighbours' fields for cowpats, but practically every farm along the highway sold bagged manure for cash at the front gate, and with the money that Lemoine had deposited in her account, there was no real need to scavenge for anything any more, least of all, actual shit. They had bought two dozen bags of it so far (from four different farms, so as not to be conspicuous) and"
"after Christmas, with the hundred grand?'


'You're totally changing the subject!'


'No, it's related. You know when we incorporate?'


'Yeah – if.'


'What do you think about the idea of changing our name?'


Mira looked up. 'What's wrong with Birnam Wood?' 
183


'I was just thinking it might make more sense if it was something Māori,' Shelley said.


'What?' Mira said. 'Why?'


'Well, like you said, this could be really big, right? And like, if this spreads outside New Zealand—'


'But don't you think it's a bit … I mean, we're not Māori.'


'Well, yeah, but we're Kiwi, and it's a Kiwi—'


'So isn't it kind of like appropriation?'


'How?' Shelley said. 'It's just using the language.'


'But Māori horticulture is, like",", a whole thing,' Mira said. 'And like, the relationship with the land, it's super important and sacred, there are all sorts of things that we don't—'


'But if we become a proper business, then we'll have to think about the Treaty and biculturalism and all of that anyway,' Shelley said, now sounding a little defensive. 'I mean, we'll have a board and everything, right? And we'll have to think properly about diversity hiring, and messaging, and making sure—'


'"
"formed a spout and the water slopped out over the soil.


'Yeah. So at first I thought, okay, just a straight translation of Birnam Wood, like, ""the wood that moves"". Which is ""Te Ngahere Neke"", or ""Te Ngahere e Neke Ana"" – I mean, it's good, but it's a bit of a mouthful if you don't speak te reo. So then I thought, well, actually, that doesn't really capture what we 
187
really do anyway – like, the gardening element – so I came up with ""Te Māra Neke"" – the moving garden.'


'Te Māra Neke,' Mira repeated. She tipped the bucket over and watched the last of the water seep away.


'Yeah. Te Māra Neke,' Shelley said. 'What do you think?'


'I don't know,' Mira said. 'I guess I'll have to sit with it for a bit.'


'Cool,' Shelley said. 'Hey, but way more importantly",", though: do you reckon this tilth is friable enough?'


'So fucking friable,' Mira said. 'Yeah, I think we're sweet.' She left Shelley to sow the carrot seed and went to update the planting schedule, feeling so guilty suddenly that she feared she might be on the verge of tears.


Mira had not been entirely honest in her pitch to Birnam Wood. She wished that she could say that this had been because of Tony, that his presence at the hui had so blindsided her, and his manner"
"the Darvishes came home. 
191


There were seven of them living at the farm for now, though as yet nobody apart from Mira and Shelley had committed to staying in Thorndike past the end of the month. Work and family obligations had prevented most of Birnam Wood from making the trip at all; those who had been able to afford the time away were either freelancers, or temporarily out of work, or from a wealthy family, or – as was often the case – all three. Hayden Michie and Katrina Hunt, both actors, had been touring the country's prisons teaching drama to inmates, and would shortly be heading home to start rehearsals for a summer production of 
Cabaret
; Aaron Chang was a playwright and Hayden's friend from school; Natalie Ormison had just finished a PhD in anthropology and was applying for post-doctoral fellowships overseas; and Jessica Barratt, a visual artist, would be moving to Wellington in October to take up a maternity leave cover position at the national museum; in the meant","ime, she was writing advertising copy, which she could do remotely from the farm. Mira didn't know any of them all that well, and the collective ice might have remained unbroken, so to speak, if it hadn't been for a budding attraction between Aaron and Jessica, who had been smiling foolishly at one another almost from the moment of first sight. They had begun inventing increasingly flimsy reasons to seek out each other's company alone, and their long absences had soon become a common joke, giving the rest a shared parental feeling"
"inning at her – 'I think it has potential. And, on a personal level, because I like your gumption. I find it appealing.'


'And?'


'And what?'


'And what's the real reason?'


He studied her with amusement. 'What makes you think there's a real reason?'


'I don't know,' Mira said. 'I guess you seem like the kind of person who'd have a secret agenda.'


'Because of what I am? Or are you taking a stab at who I am now?'


'I'm starting to form a picture.'


'God help me.'


'You're a billionaire,' Mira said. 'I'm pretty sure he already has.'


L emoine burst out laughing. 'Okay – you're right,' he said, very cheerfully now. 'I 
do
 have a real reason. Here it is. I think Owen Darvish is a little prick, and that makes me well disposed towards anyone who's stealing from him. There",".'


'Why are you in business with him if you think that he's a prick?'


He laughed again. 'Now 
that
,' he said, 'is a most refreshing question.'


Mira looked away. She was determined not to let him see how reassured she felt that he was laughing – because didn't that mean that he couldn't be a psychopath? Her father had given her a copy of 
The Psychopath Test
 one Christmas (having 
196
read it already; they'd"
"up? A baby. Someone with a fucking nanny.'


'I don't like the term ""nanny state"",' said Lemoine. 'I find it misogynistic.'


She glared at him. 'Are you trolling me right now?'


'Just trying to find some common ground.'


'Do you actually believe the apocalypse is going to happen?' Mira said. 'Like, in your lifetime?'


He smiled. 'Well – I'm hoping to live a very long life.'


'But you're actively planning for it. You're actively making a plan.'


'I make a lot of plans,' he said.


'Here's what I don't understand,' Mira said. 'You've clearly devoted a lot of time and energy to the idea of a future global catastrophe. But when you spend all this time preparing for this one highly particular scenario, at some level you must be kind of willing it to happen. Right? I mean, like, you're putting in all this effort, you're building your bunker and you","'re stockpiling all your guns and astronaut food and medicine and whatever else, and when you've done all that, there's got to be a part of you that doesn't actually 
want
 everything to turn out fine. You want the apocalypse to happen, because that will prove that you were 
200
right never to have trusted anybody. Whereas if things actually get 
better
, not worse, if people actually start working 
together
, and putting 
aside
 their differences for the sake of the common good and so"
"Then he starts on about this top-secret research site up in Korowai—'


'You don't know that it's top secret.'


'I do,' Sir Owen said, leaning back while she ground black pepper over his plate. 'Right after I got off the phone to you, I rang Jenny Scobee at DOC and asked her straight up. Just to be absolutely sure.'


Lady Darvish sat down and shook out her napkin. 'Asked her how?'


'You mean, what did I say?'


'Yeah.'


Sir Owen looked down at his meal without seeming to see it. 'I said: ""Sorry, Jenny, I realise this is a bit out of the blue, but you wouldn't be able to tell me if there's any geological surveying of any kind going on in Korowai right now? Up above the landslide?""'


'And she said no?'


'She laughed,' Sir Owen said. 'She said, ""Yeah, right."" Like there's any money for","anything like that anywhere. She told me she was waiting for the punchline.'


'There's parm in that bowl there,' Lady Darvish said. 
204


He picked up the bowl automatically and spooned some out. 'It doesn't make any sense,' he said.


'Well, maybe she doesn't know,' Lady Darvish said. 'I mean, she's just a – what? A policy analyst? It's not like she's going to know every little thing that—'


"
"all his favoured puns, and often, when they were in company, she found that she could so easily predict what he was just about to say that to amuse herself she would beat him to it by a fraction of a second, launching into the exact same anecdote, with the exact same phrasing, the same vocabulary, the same emphasis even. He was never offended; he'd just start nodding along and chuckling and saying, 'This is a good one,' and, 'Yeah, guys – listen to this.' He seemed to accept as a matter of course that she had a greater understanding of his inner life than he did, and superior powers of recall to his own, and a better sense of his own best interests – both what they were and how they might be served. He submitted to her eagerly, and was never more content, it seemed, than when she was telling him, often in a slightly scolding manner, what he remembered, what he imagined, and what he believed. 
208


'Bath?' she said, when his plate was clean.


'Bath and a whisky, I think.'
","

'I'll do the dishes,' she said. 'Go on. Scoot.'


'Are you sure?' he said, but he was already pushing his chair back from the table.


It had occurred to Lady Darvish, especially in recent years, that Sir Owen took a certain pride in being so predictable to her – that he played it up, in fact, deliberately caricaturing himself as a kind of dumb brute who was helpless to his instincts and to the force of his habits, which had become more and more circumscribed"
"beside the microwave and picked up the sponge to wipe the kitchen counter down, yes, it made perfect sense that Sir Owen was more dyed-in-the-wool than she. He had always been his own boss, and always with the same company, and always in the same line of work, whereas she knew what it was like to have to work alongside and underneath 
212
people, and to have to work for companies whose products she didn't really care about, and to have to work as one of a team – and she now had the experience of being self-employed, to boot. She'd also spent a decade as a full-time mother, which had sharpened her perspective on herself, made her more efficient, and more appreciative of novelty and stimulation, and more determined to stick her elbows out and take her chances where she could. And on top of 
that
, she thought, with an air of putting all other considerations firmly in the shade, on top of 
that
, there was the simple fact that her husband was a man and she was a woman. Lady Darvish","nodded sagely to herself. She believed, quite frankly and unapologetically, that women were superior to men; it seemed merely obvious to her that women's minds were subtler than men's, more flexible, more capacious, more resilient, and more socially and circumstantially astute, and to those who might doubt that a disparity between the sexes existed in the first place, or indeed, that one could speak of two such categories at all, she would only shake her head and laugh, and say emphatically that raising her daughter could 
"
"thirty seconds' countdown, she might have suspected that Sir Owen Patrick Darvish had a crush.


The auction ended: she had won. Lady Darvish logged into her Internet banking platform to put the payment through, wrote an email to the seller to confirm delivery details, and scrolled through the photos of the sculpture one last time, reckoning that it was worth perhaps fifty dollars less than what she'd paid for it, but feeling satisfaction in the purchase, nonetheless. Presently the bathroom door opened, releasing an aromatic gust of apricot and coconut, and Sir Owen came out, bringing with him the peaty, woodsy smell of his whisky that mingled pleasantly with the fruity aromas of the soap. He'd left the water for her. Lady Darvish went in, lit a candle, and turned off the overhead – she would never understand why he chose to bathe in glaring light – and then turned the hot tap on full to freshen up the water. As she unbuttoned her shirt and trousers and unhooked her bra, she appraised","her reflection in the full-length mirror on the back of the door with the kind of cool, satirical look that passes between two old friends whose tastes and expectations are perfectly aligned, communicating a judgment of mingled amusement, resignation, and dismay. She reached down to stir the water, and then got in, lay back, and made a conscious effort to put all her ruminations out of her mind.


When she re-emerged from the bathroom half an hour later, she was expecting that Sir Owen would be in bed; she knew that he was heading"
"'So, you really want to buy this place,' Darvish had observed, correctly; 'well, in that case, mate, there's something that 
I
 really want, as well.'


It was not a blackmail, merely a rather dull business proposition for a conservation project that aimed to monitor endangered native birds by drone; what Darvish wanted, essentially, was the use of Autonomo technology for free. Lemoine could have supplied this with his eyes closed, but he did not like to be manoeuvred, and he liked environmental sanctimony even less; when would conservationists finally figure out, he'd thought, that you could not simultaneously beg for someone's help and berate them? He'd interrupted Darvish to reject the proposition out of hand, instead raising his offer on the farm by another half million, calling it final, and threatening to walk. 'I don't have any sway at Autonomo these days,' he'd told Darvish flatly, 'so I couldn't make that happen even if I wanted to. This is a private purchase. It has nothing to do with Autonomo at all",".' He'd been astonished when Darvish had turned around and called his bluff – for he 
had
 been bluffing. Not only was Autonomo entirely at his disposal, in every shape and form, but the value of his operation in the national park was such that he could have paid the Darvishes a hundred times what he'd offered them and still come out very comfortably ahead. Darvish could not have known it, but as negotiations went, Lemoine's position could 
221
hardly have been weaker. The extraction site in"
"ies and diplomatic missions around the world; this was how he had met Lemoine's mother, an interpreter who at the time of their first meeting had been stationed at the US consulate in Shenyang. They had never married, and Lemoine had known his father only in his early infancy; soon after they separated, his mother accepted a higher-level State Department job in Cambodia and took the decision to send Lemoine back to the United States. Her family – the Ropers – had long ties to the US Army, and so Lemoine grew up near the base at Fort Irwin, where his grandfather, Captain Roper, was a JAG Corps attorney in medical and contract law. He lost all contact with his father, and saw his mother only rarely, sometimes as seldom as once or twice a year; after Phnom Penh came postings to Dhaka, Islamabad, Colombo, and Ulaanbaatar, places that barely existed for Lemoine except as syllables and colours 
225
on a map. As a boy he was far more interested in the idea of his father than in the idea of his mother,","who was tense and unforthcoming whenever she returned. He began to play chess, his father's game; he formed an interest in cryptography, his father's passion; and with an ambition one day to follow in his father's footsteps, he started teaching himself programming in BASIC on Captain Roper's Commodore 64.


When Lemoine was nine, Captain Roper died, and almost overnight, his grandmother packed up the house and relocated with Lemoine to the border city of Calexico, where she'd"
"… before he came to his senses and realised what it was. He detached the IV drip, opened the briefcase, took out a third, vibrating phone, and answered it.


'Yes,' he said, reaching out with his other hand to snap shut the venetian blinds.


'Hello?' said a distant-sounding voice on the other end. 'Mr Weschler?'


'This is Weschler,' said Lemoine. 'What is it?'


'Sir, we've just had our second security breach in a week. This isn't theoretical any more. We need more men.' 
229


Lemoine had already jammed the phone between his ear and his shoulder; moving both hands over his keyboard, he disconnected from the local server and entered the Korowai operating system as a remote user. 'What kind of breach?'


'It appears to be the same individual. White male, travelling alone. We don't believe that he's a threat, but the issue is that thermal didn't pick him up till he was right on top of us, both","times. This just proves what we've been saying, sir: we need backup. If one guy can get past us, that's one too many.'


'Where is he now?' Lemoine was accessing all cameras: the screen in front of him split into four, and then eight, and then twelve.


'Sir, I say again, we don't believe that he's a threat in and of himself. The issue—'


'Where is he now, soldier?'


There was a pause, and then the voice said, 'We"
"Tony,' said Lemoine.


'What?' she said. 'Tony?'


'Yeah, I've been trying to call him. I wondered if you might know where he is.'


'Who is this?'


'Oh, sorry,' said Lemoine. 'It's John. From work.'


This was a gamble, as he had no idea where Tony actually worked – he had no idea who Tony was – but he figured that if she asked a question that he couldn't answer, he'd just hang up.


She was quiet. 'How did you get this number?' she said after a moment.


'It was on his desk,' said Lemoine. 'Look, I'm really sorry to disturb you – I've just been trying his cell and I'm not getting through. Is he on holiday or something?'


There was another little pause, and then she said, 'Yeah, he's on holiday.'


Lemoine decided to push his luck. 'Do you know when he's due back?'


'He'","s—' But she hesitated. 'Sorry, I'm just not quite—'


'Never mind,' said Lemoine. 'I'll keep trying his cell. Thanks anyway.' He was about to hang up, but she said, 'Wait.'


'Yes?' said Lemoine.


'He's just out in the bush,' she said. 'He's tramping.'


'Oh right,' said Lemoine. 'Birdwatching?'


'Um, yeah,' she said. 'That sounds right"
"park, trying to join the dots somehow between the fact of the Autonomo commission and what the guard had said to him on Saturday morning; but despite trying every search term in every combination he could think of, he had come up empty-handed. He could find nothing to suggest that any research of any kind was taking place in Korowai at all. That was odd. Korowai was public land. 
Something
 should have been out in the public domain; 
something
 should have been searchable online. Because something was definitely going on in Korowai. He'd seen it for himself.


He took a breath and held it.


Could the report that he was reading have been faked?


Tony had no difficulty whatsoever in believing the New Zealand government capable of rank conspiracy. What was the Cabinet anyway, he thought, his indignation rising, but a cabal of millionaire property tycoons who had spent their time in office beefing up their personal stock portfolios and actively discouraging the populace from turning out to vote? Most of them could hardly even breathe without lying. Certainly none of","them had any respect whatsoever for the principle of public 
238
ownership. Had they not flagrantly ignored the result of a referendum on basically this very issue just a few years prior, selling off a tranche of publicly owned assets in spite of the fact that the New Zealand public – 
to whom the assets rightfully belonged
 – had voted to retain them? Exposing a billionaire would have been sweet, Tony thought, his imagination running ahead of himself somewhat; but exposing his own government, the 
New Zealand government
, supposedly so green, so clean"
"ence line, get a sense of their rhythms and routines, start keeping a diary, start making a plan. Tony was grinning underneath his balaclava. Everything that he was doing, running from the drones, hiding out in the hollow, layering up, employing obfuscation tactics – 
these
 were the kind of details that were going to make his story great. He was moving on instinct, following his hunches, living in the moment, using everything at his disposal in his pursuit of truth. He was risking his life for his investigation. He was a part of the story; he 
was
 the story! Still grinning, Tony allowed himself one last fantasy: he saw himself on stage, at a podium, collecting an award. 
242


He probably shouldn't use his phone for a while either. That was a pity. It would have been nice to have got in touch with Rosie, just to let her know that he was really on to something, and to fill her in … but he was already shaking his head. Rosie was nice, but – well, but that was","just it, really. She was 
nice
. She was the kind of girl who trusted in her government, a good upstanding citizen who played by the rules and took people at face value and made it a point of pride to give everyone she met the benefit of the doubt. She wasn't a 
radical
. If he told her what he suspected might be going on here, Tony thought, she'd only humour him. She'd agree that it sounded super crazy, and super dodgy, and super weird, but she wouldn't really mean it. She wouldn"
