prefix,suffix
"known it. Actually, if he was alive, you couldn't be sure of that. He had a grayish look to his skin, and would sit for hours not moving. Watching his little TV he had by the checkout.Mr. Golly didn't at all mind us hanging around. He said he grew up working in a junkyard as a boy, just like us. But! Happy ending, now he lived in America and could send money back home to his family. He'd had a wife at some point, but lived by himself now in a small apartment in Duffield. He said he didn't need anything in his apartment because he lived at the store, cooked his food and everything, which was true. If he ever closed, I didn't see it.There weren't any houses around that area. People stopped on their way to someplace better. Sometimes it would be a mom with kids, obviously unfamiliar with the layout and only there to get somebody into the bathroom ASAP. They'd buy a Coke or some little thing for a cover story, but you knew. Then there were the respectable types that would pay Mr. Golly their ten","bucks, drive around back to drop off their month's worth of trash bags, maybe purchase a chili dog to celebrate. Other than that, it was a rough crowd. Some, and I'm saying more than one, did not use trash bags. The back of their pickup was the trash can, and after it got piled high, they'd drive over, pay their fee, open the tailgate, and rake it out. I'm discussing bathroom trash and all. You tried your best not to picture the homestead.Worst were"
"s what I had to work with: some gangbangers, a second grader, a foreign hundred-year-old man, and a guy with scrambled eggs for brains. Miss Barks mainly now just hounded me about school, why my grades had slipped. No big secret, I said. I hated school. I told her how ruthless the kids were. She said to hang in there, in middle school the kids would be nicer. I did not for one minute believe her.It's hard to believe I could look back on Creaky Farm in any wishful way, but I missed having Fast Forward on my team. Fast Man that had made me feel hard and shiny as a diamond. I knew there was a dark side, he let others take his lickings, but that was him teaching us: a person can keep his head up and rise high, even if he wasn't lucky enough to get born up there. In all the years of no adult ever taking my side, he showed me it was possible to work them at their own game and win.That summer I started getting the faintest red shine of hair on my upper lip,","one more embarrassment. If I still lived with Fast Forward, he could have taught me how to shave. I'd have one person to talk to that actually knew what a kid like me was dealing with. He would have told me straight up whether it was true, what I'd started to think. That I was working for a meth lab.



22




Miss Barks had some big news. She was pumped. Picked me up from school to go for a long drive out in the country, which we both liked. Then dinner at a restaurant"
"re doing, who is it making happy? Are you selling the cheapest-ass shoes imaginable to Walmart shoppers, or high-class suits to business guys? Even the same exact work, like sanding floors, could be at the Dollar General or a movie star mansion. Show me your paycheck, I'll make a guess which floor. If you are making a rich person happy, or a regular person feel rich, aka better than other people, the money rolls. If it's lowlifes you're looking after, not so much. And if it's kids, good luck, because anything to do with improving the life of a child is on the bottom. Schoolteacher pay is for the most part in the toilet. I gather this is common knowledge, but I had no idea, the day Miss Barks said, So long sucker, I'm chasing the big bucks now. Schoolteacher!

I've had friends in places high and low since then, and some of the best were people that taught school. The ones that showed up for me. Outside of school hours they were delivery drivers or moonlight","ing at a gas station or, this is a true example, playing in a band and driving the ice cream truck in summer. They need the extra job. Honestly need it, just to get by.So here is Miss Barks in her first real job, twenty-two years old, working her little heart out for the DSS. And hitting the books at all hours because she pretty desperately wants to live in her own tiny apartment instead of sharing with a slob, and for that she needs to climb up the paycheck pole to first-grade teacher. That's how they pay"
"in the whole situation of foreign orphans. Then I'd remember: nope. I was back to Baggy Eyes as my caseworker, a sadder sack of person than ever, plus seriously pissed off at Miss Barks for abandoning ship to go chase her dreams. That made two of us, and I guess we both decided out of bitterness to say as little as possible to each other. She would call the house once a month while I was at work, and Mrs. McCobb would tell some lie about me being outside playing. Baggy would be glad to hear it, no need to talk to me. Just to be clear: I'm eleven. She's my legal guardian. And her idea of a perfect ward of the state is one that's AWOL.The McCobbs by this time were fighting like cats and dogs. I'd hear them going at it in the kitchen before I was even awake, and at night up in their room, voices raised to be heard above crying babies. And even still Mrs. McCobb sometimes would up and tell me for no reason, like while she's putting in a load of laund","ry, that she would never divorce Mr. McCobb.If true, that's about all that could be ruled out in the department what the hell next. In July the landlord threatened to kick them out unless they paid their back rent. Which they did, by dipping into the cash I'd earned at Golly's. No confusion now about me chipping in. Did they plan to tell me? No. I found out from Haillie that heard her parents discuss it, taking my cash out of the drawer where they kept it. I went postal. The poor kid piss"
"om was telling the truth about this lady showing up the day I was born, would I remember that?

I knew her name though: Betsy Woodall. It felt like a power to say that aloud, similar to how I'd gone all Hulk that time and claimed back my money jar. Snake handler or child beater the lady might be, but still mine to claim. People owe their kin. Her dead son should have been paying me his social security all these years, to name one example. Worst case, she'd turn out to be somebody that never existed, due to my mom making her up. Or if real, I might not find her. Knowing where my dad was buried was no guarantee of her living in the same town. Also, I might get picked up by the cops, if anybody was looking. So really there were quite a few worst cases, I wasn't stupid. None of them looked worse than the fix I was already in.He asked how old I was, and I said going on fifteen. Again, not a lie technically, you're going on it till you get there. We shared his bag of sour cream and onion potato","chips and he told me a lot of tips on fishing, which I didn't mind hearing even though I'd learned from the best. Mr. Peg knew the right lure for every hole, figuring in clouds or sun, what bugs are hatching out. His tackle box could keep a kid fascinated for life. Grown men, I'm saying all of them, wanted to know how he caught fish every damn time. His answer: You have to hold your mouth right. I never knew for sure if that was a joke. I'd sit holding my pole and watching"
"head, all the signs of ""We're done here and you are screwed."" I considered bolting out the door, running away into the dark. I was faster than anybody here. And he'd get the cops out on me for sure.""Do I need to call your parents?"" he asked.I laughed. ""Good luck with that.""

He didn't get the joke. ""Can I see some form of identification?""

""Form of identification like what?"" I asked, and he named some things, driver's license, school ID, nothing I had or ever did have. It dawned on me that I could get run over flat on the highway out there, and nobody would know or care what to call the carcass. Roadkill.By this time the whole place is on edge, crazy lady caterwauling, people shifting around in the checkout line, and Willie throws a sucker punch that doubles me over. Grabs my backpack. Professional-quality moves. I can't even catch my breath before he's pulled out the jar and is asking all high-handed, ""What do you call this, you little fucker?"" Shaking it in","my face like now he's got me ha-ha, while the rage blows up in my gut, and the hooker bitch is all, I told you! Only she's wide-eyed, seeing we are talking money plural, major bucks. Her shrieking goes sky-high. Singing her happy song of getting shitfaced for the foreseeable month of Sundays.It doesn't even seem real, seeing this guy put my money in her hands. With all those people watching, not one soul on my side. Nothing to do but punch the"
"laughing his ass off.My Unicoi sign was still on my lap, and it finally did hit me that she'd read it wrong, duh. Unicorns. The entire three hours of me in her car was a mistake. We started seeing signs of how many miles to Knoxville, countdown on me getting ditched by the roadside again like the stray cur I was: unwanted, not yet drowned. I'd gone past hungry into crazed, and was wondering if I had anything in my backpack I could sell this girl. If I'd learned one thing from Mrs. McCobb, it was that people will buy the weirdest shit. I had my marking pens, but was not parting with the best gift anybody ever gave me. I wondered if Aunt June even remembered.Barefoot driver girl asked where I wanted left off, and I said anyplace but a truck stop. So that was that, an exit marked Love Creek. One last ""Go you!"" and off she flew.The sky was dark, clouding up. I felt too beat up to stand on the shoulder getting ignored, and too hungry to think what else","to do. I left the interstate and walked down Love Creek Road because, hell. You never know. It started pelting rain, and I ran for a little mini-mart similar to Golly's. I could see the lights on inside, an old guy at the counter settled in for a slow night. He would never know I'd been there. Around the back of the building, I curled up between the block wall and a dumpster where it was almost dry, and pawed through my backpack like an animal. I ate the last Slim Jim I had to my name,"
"ed into their overall bibs, looking at me like some unheard-of type of fish on their line. Finally an older guy said, ""If that's so, I'd say you come honest by that red head of yourn.""

But she didn't have red hair. According to Mom. ""How do you mean?""

Now they all looked at him instead of me. Two guys headed to their trucks, wanting no part of this. One said, ""Go on, Slim, give 'at boy what he's after."" And Slim, which was a fat guy, said, ""Look here, don't nobody say I done what I oughtn't to have,"" and the other ones said their opinions on feeding me to a man-eater, until my head was fixing to blow up.""You all can go to hell!"" I yelled.That did it, they told me. All at the same time: take a left after the place that used to be the furniture store, or else used to be the schoolhouse, on a road that was called Janet Lane or the old donkey road. They didn't agree on a thing","except that I would come to a yellow two-story. I left them fighting it out. Blisters be damned. I covered that last mile at a gallop.There was no sign on the road, but a yellow house there was, lone and tall on a hill like it didn't want company. The place was kept up very decent, big windows, the yard crammed with flowers, a fence around it with a wire gate that I didn't dare open. I was filthy enough to scare the birds out of that yard. Looking at all the color and buzzing bees got"
"is eyes got wider, and mine probably did too. I'd never known my name was from my father. The little man's mouth opened. It seemed like he was laughing, but nothing came out.""A boy,"" she said. ""Not much to be done about that, is there?""

Brother Dick's head shook sideways on its crooked track, agreeing with her, but he was looking at me with a kind of twinkle. Almost like, We're in this boat together, my man.""What should we do with him?"" she asked.He did the silent laugh again, nodding his head. His eyes crinkled up and he worked his mouth until sounds finally came out. It sounded like ""Wortheemup.""

She nodded. ""All right. That's a good idea, I'll run him a bath. And then what?""

Brother Dick looked me right in the eyes, reading me like a book. I wanted to look away but he didn't let me. Then he looked the rest of me over like he could read that too. Every place I'd been, every damn thing I'd lost, the full","shame and the pity of me. He seemed interested especially in my shoe that was wrapped in a bread bag. The nodding and working his mouth started again, like pumping a well handle until sounds came out: ""Henees noothoos.""

""Oh, for the love of Pete. He does. I'll ask Jane Ellen if she can hunt up some shoes to fit him. You have a sharp eye, little brother.""

She marched me upstairs to a bathroom with a tub. Yes. Goddamn son of a bitch. No shower"
"the law, fought with my grandmother. Then turned sixteen and moved out. What he did between leaving this house and taking up with Mom in Lee County, which was a lot of years, Mr. Dick had no idea. Possibly nobody did. I wished I could find the book of my whole dad in that house and read every page.So, taking crap from a teenager that looked like me: Was this the start of my grandmother taking her dim view of boys? I had to ask. Mr. Dick smiled and shook his head no, motioning over his crooked shoulder like, way, way back. Of course. The big, stinking guys that shoved his little wishbone arms and legs in a feed sack, laughing their nuts off. She'd made up her mind long before she had her redheaded baby boy. He probably never had a chance.It was after her son ran off that she'd started taking in girls for their so-called educations. I asked Mr. Dick what she taught them that they wouldn't learn in regular school. I'd already seen how Jane Ellen hit the books every single evening, homework spread out all over the kitchen","table. My grandmother would quiz her or give pointers on history or even math, trig and such, which surprised me that an old person would know about. I'd thought it was a newer invention. Mr. Dick said she taught her girls to be the best in their class and not let anybody talk down to them. Same old song in other words: steer clear of the hateful boys. Mr. Dick said yes, that was it. I asked him how the girls graduated from their educations and moved out. He said generally by getting married.



It was a long couple of weeks"
"her, falling across her skirt and fast, lumpy legs. No good reason.Back at the house I put the clothes, toothbrush, and other things my grandmother gave me in the suitcase she gave me, wondering if this stuff was Demon now, and if so, was I erased. It's not that I didn't like the clothes or the suitcase. They were fine. The next day Jane Ellen was driving me to Kingsport, where Mr. Winfield would meet us at noon in the Walmart parking lot. After all those days and nights that about had killed me getting here, the trip home wouldn't take but an hour and a half. Crazy. That's Lee County for you. It pulls you back hard.I went downstairs to Mr. Dick's room. He didn't like to start a new book till he finished his kite on the last one, but he wasn't doing that. Just looking out the window. I said I'd miss hanging out with him, and he said the same. I wondered if I would ever see him again. The Coach Winfield deal could fall through, of course,","but one way or another it looked like I was Virginia bound. Would they come see me? Given her whole cars-equal-death thing, not likely. I told him I'd call on the phone or write, even though I had no idea how to buy a stamp or any of that. We sat quiet a minute. I wasn't one for hugging, or else I would have.The clouds had bellied up since morning and a stout wind was kicking up outside, turning the leaves upside down and silvery. Mr. Peg always said that meant rain on the way. I asked Mr"
"Reset. I asked him what grade he was, and he said eighth.""So you're on the JV squad?""

He looked me over with his big gray eyes like he's reading the instruction manual of me. With the plan of taking me apart or putting me back together, I had no idea. I started thinking over my options on who to call if they kicked me out of here before dark.""No,"" he said finally. ""Tragedy of tragedies. Not on the JV team.""

Coach Winfield came down the stairway like something dumped out of a bucket, making a big man's racket, talking before he's even in the room. ""Hey buddy, great to see you, sorry, practice ran long, we've got the Vikings Friday so you know what that means, Betsy said you're a Lee County boy, is that right? So you know the territory …""

He stopped at the bottom of the stairs, checking me out. He was big and broad, paunchy in that certain way of guys that start out all muscle before the beer takes over. Red cap, big black ey","ebrows. I couldn't honestly say if I recognized him from the games, or just recognized the red windbreaker. ""How old are you, young man?""

I was so used to lying, I actually had to think. ""Twelve next month.""

He let out a long whistle.""Sorry,"" I said.""Not a problem. That's what she told me, starting middle school. I was expecting a different make and model. You look like a linebacker, son.""

""Yes sir,"" I said, with my stomach doing a little hell-"
"ies and Brayleys with their wet-combed hair and buttoned-up shirts, some with breakfast crumbs still around their mouths, I swear to God. Sixth graders. No comprehension.Did they know more than me as regards pronouns and subjunctions, Roman civilization etc.? Yes. Being checked out of school mentalwise for the last year and then some, I was so far behind it looked like a race with my own ass. But the weirdness wasn't in what I didn't know. It's what I did know. How to watch your back at all times. What a hooker means by ""fun"" and an asshole means by ""discipline"" and a caseworker means by ""We're working on it."" And money. Christ. Watching these kids pull it out of their pockets in fistfuls of fives or ones or tens, holding out the whole wad for the lunch lady to pick through, like they don't know the difference. Or don't care. Outside at recess, betting and losing actual quarters over utterly ignorant shit, like who holds his","breath longest or will that bee fly up Miss Wall's dress and sting her twat.What stood between this pack of blind puppies and me was the education of how many batteries drained, bags of garbage hauled, hours clocked in and out, makes the difference between a oner and a ten. I was inked with the shit-prints of life: thrashings, lies told, days of getting peaced out on weed, months of going hungry. I didn't want to be like these other kids. But I didn't want to"
"told her some of the history of me. How was I related to Betsy Woodall, where all had I lived. This would be after her dad went to bed at seven p.m., seriously. We'd do homework and watch TV in this upstairs bedroom with no bed in it that she called the den. Just beanbag chairs and the TV she rescued from the sports tornado downstairs. She had an absolute rule of no athletic equipment allowed in her den, penalty of death. As far as other entertainments, popcorn fights, throwing M&M's at each other's mouths, pretty much anything went in the Den of Angus. I felt bad for Mattie Kate having to clean up, but Angus said the same thing, she needed her job so don't take it away.It was hard to get used to being tended to like that. And to rules. Homework gets done, period. No running around on school nights. Pharm parties, not on your life. I didn't even bring up the idea of getting into her dad's liquor. Angus had her whole tough act and called a lot of","shots in the house, helping to make the grocery list, calling to get the heater fixed, that type of thing. Coach wouldn't notice till the fridge went empty and the pipes froze, the man was just all football. But Angus had no big worries that I could see. Everything in that house got taken care of, me included. If I stayed here, would I turn into one of these Jonesville Middle School babies? Not something to worry about, I knew. Nobody ever kept me that long.



30




I"
"things off me. That I liked to draw. He asked if he could see some of my so-called work, and I said not at this time. Lately I'd been studying on the human form, aka this girl in all my classes they called Hot Sauce that sat in a chair the way ice cream melts. Soft porn basically. He gave me a pass, but said he would need to see some drawings by the end of the week, no excuses. Like it was an assignment.That freaked me out. I went through all the notebooks I still had, going back as far as Creaky Farm and the every-night comics of Fast Man saving the kids. Nothing for a teacher to see. I got nervous, then pissed off, and then thought fine, the man wants to get in my skullbox, here you go. I brought him superhero shit. Kids getting saved. He studied over my drawings like he's reading the damn paper, then said he had some assessments for me to do. I thought, Good, we're almost done here: more tests, more Titanic of Demon going down in","a shit ocean.Wrong. The ones he gave me were all picture tests. Example: here's some connected squares that are an unfolded box, pick which box it would be after you put it back together. Pages and pages of this crap, so easy it's like a game. It was the only test I'd finished in forever. I thought it was a warmup for the real tests. Wrong again. Mr. Armstrong tricked me. These were the special ones they use for Gifted and Talented, which he said I was. Which is ridiculous. All"
"'d got, Maggot shocking me with how different he looked, serious raccoon eyes with the makeup, two earrings in his bottom lip. They asked about Jonesville and Coach and my grandmother Betsy and how come she was to take an interest in me after all this time. I said probably because she didn't know I existed till I showed up in her yard looking like dog vomit.""No,"" Mrs. Peggot said. ""That isn't so. She knew about you.""

They got quiet. Mr. Peg looked at her. She nodded. And then in the Peggot kitchen after twelve years of life, I finally got the true story on my grandmother coming to have words with Mom. Not the day I was born, but some weeks prior. A car came up the holler that nobody had seen before. ""It was a Chevy wagon,"" Mr. Peg said. ""With some sassy little gal a-driving it.""

Mrs. Peggot swatted his arm because she wanted to tell it. ""It was a little gal driving, and a great big tall lady that got out and went up there to see your mama",".""

""Then that little gal gets out and opens the back door, and what do you think is in there?""

Mrs. Peggot knuckled him again. ""In the back seat, here sits the littlest old fellow you ever saw. A grown man, but he's real small, some way.""

I knew that man. But didn't say so. Not wanting a swat.""He didn't get out. Them two stayed down there the whole time smoking their cigarettes. Little sass of a gal, leaning on that big car"
"patients and Medicaid forms to ever get through it. The nurses and doctors she used to know have all moved to the city to make a buck.""

The weather was brutal that day, otherwise we might have gone outside to do our dissing of our elders. Or not, because Maggot was having too much fun with Emmy's things. He had on her sparkly Madonna vest, no shirt, and these giant swishy pants he'd pulled on over his jeans because he was that freaking skinny. After a while we heard somebody calling for us.""Shhh,"" Emmy said. Maggot stopped, dropped, and rolled while she went to the door.It was Aunt June hollering up the stairs. The Peggots were wanting to get home. The rain pounding the roof now sounded like evil tree gnomes throwing rocks. This is a dome type house, so if I say ""roof"" we're discussing the whole banana. Maybe sleet out there, soon to get dark, with Mr. Peg's eyes so bad he meandered like the slowest drunk driver on the planet. Mrs. Peggot","got her old eagle eyes back after the cataract surgery, but she didn't drive.We stalled long enough for Maggot to undisgrace himself, and then went and sat on the stairs, because nobody was going anywhere till Kent finished his damn talk show on the medical establishment not taking pain seriously. ""We know better than that now. Pain is the fifth vital sign. We invented the pain score so the patient can give an objective assessment.""

""I know what you're worried about, Daddy,"" Aunt June said. ""But there's absolutely"
"ate it with. We hung whatever the hell we felt like on that tree: spoons, mint Life Savers, CDs, some earrings and shit that Mattie Kate had given Angus over the years in a futile attempt to mold her fashion sense. Pretzels. It was our tree of utter ridiculousness. Epic.We got so psyched over our presents, we couldn't wait. The round-the-clock Christmas movie reruns start playing well before, which makes you think it has to be already Christmas somewhere. Around midnight of maybe the twenty-third, halfway through our second or third Chevy Chase, we called it. Ran downstairs like kids, tore everything apart while Coach was asleep. Angus got me amazing comics including a manga series of a kid named Gon Freecss on a journey to find his dad that left whenever he was a baby, and was said to have superpowers. Obviously a hit. Also clothes, which sounds boring but this being Angus, was not. Not the badass stuff she liked, either. She thought out the angle of Demon, Popular Kid, from head to","toe: a Members Only jacket, parachute silver, just for example. I would own the school in that jacket.The thing about Angus. We both had our crap to live with, and her way was to give no shit whether you liked how she was doing it, or not. But if I wanted to be a different type person and try for popular, she wasn't going to stand in my way. She was going to help. Not very usual.She also gave me a model ship, with tiny sails, tiny ropes, an entire seafaring vessel made of painted wood"
".The second time was seventh and eighth. Regardless Jonesville Middle being baby-town, it grew on me. Not a soul there knew that one mere grade previous, I'd been a worthless piece of shit. Born again. Now I could speak to anybody and had friends in all the kinds: laid-back ones you score weed from, brainy ones to drag you from the death swamp of pre-algebra. Full friend gamut. Teammates you could grab in the locker room and lift off the ground in a reverse chinlock, all slippery with sweat, laughing your naked asses off. Girls ditto, minus the chinlock.These kids did seem young. Outside of the dummy classes, you'd be hard pressed to find a kid in Jonesville Middle that had even held down a job. Being friends with such people entailed listening to made-up problems to some degree. I could tolerate that, much more so than Angus. Girls can surprise you by knowing more than they're letting on. Also for a guy it's different. If you sit still and let your ears take all that girl business, other body","parts may get their turn.So the impossible happened. In due time, a school would be owned by Demon Copperhead in his Members Only jacket. He should have been the happiest damn fool ever. But no, he's waiting for the shit to hit the fan, looking behind whoever is being nice to him that day to see what's coming. Still your jack-shit homeless orphan, just faking it in nice clothes. I'd done nothing to deserve good luck, and I knew what people are made of. Sooner or later they will turn on"
"on doing my level best to enhance his full potential."" Total poker face.She eyed us one by one. Angus had on this gigantic green sweater that swallowed her entire body like that Scooby-Doo girl, and her hair in these pop-up knobs like devil horns. My grandmother was like, Hmmm, maybe this one needs my educating. But Coach wouldn't give her up. He might not say much, but he'd sometimes come up behind Angus and put his arms around her neck, chin on her head. Stand there leaning on her like a man saved.All the sudden my grandmother hefted up her six-foot scarecrow self, and we all drew breath. She walked over and picked up the photo of Angus's mom. Wiped it with her sleeve, looked at it, set it back down. Then announced that I appeared to be on the uphill climb, and if I kept it up, all would be well. She discussed changing my last name to hers, which I wasn't wild about. Having the exact name of my dad seemed like asking for confusion. With a","dead person, that could have consequences. Plus where was Mom in all this, erased? Otherwise, all good. I had legal kin and a guardian that didn't hate me. Mattie Kate brought out a roasted chicken, and we had the meal that table was made for, fit for a king.I was on notice though, and she stayed on my case. Jane Ellen drove Miss Betsy and Mr. Dick up to visit every few months, and it never stopped feeling like Survivor where I was fixing to get voted off the island. I hung on. The bright side was,"
"us out to be animals so they wouldn't feel bad about taking everything we had and leaving us up the creek. But Mr. Armstrong wasn't from here, so we didn't believe him. We said if that's true, what all did they take? And he's like, Oh, let me think. All the timber and coal that fired up the industrial revolution and made America rich? Look at the railroads, he said. Built to move out the goods, one way only, leave the people behind. And we're all like, Okay, whatever. Brad Butcher has a pointy head, totally not deniable.A lot of the time Mr. Armstrong would just cross his arms, sit back, and let us fire away. At each other, him, president of the fucking world, our choice. No such language allowed of course. He was okay on our sayings, though, like if we said somebody was crooked as a dog's hind leg, or born on the wrong side of the blanket. Ugly as homemade sin. These counted for Language Arts. But no f-bombs, no ""them guys,"" and do","not for the love of the Lord say you're laying down if you mean lying down. The man blew gaskets on that one.It wasn't just the language factors, he was also big on history, for not being the history teacher. (Coach Briggs did worksheets only. Boring as death.) Like with the rebel flags, you see those around, nobody gives it a lot of thought. One of the times we saw them for instance was outside waiting for our buses, where this Chevy D/K pickup on lift-kit tractor tires comes roaring through"
"most of all the different units like math, literature, etc. A victory of smartness type of thing. She was in high school now, with her big crazy dreams. I said it'll never fly, that bird has got no wings. She said it's already flying. They actually did this in other high schools. She heard of it from her friend Sax's cousin that lived in Northern Virginia. Kids up there evidently had brains coming out their ears, to the extent of needing to meet up with other kids for brain-to-brain combat.I said what Mom always did if I wanted to do something extra like make my bed: Why make life harder than it is? Angus ignored me and wrote a proposal that Sax's cousin's teacher helped her with, over the phone. She had this whole presentation she practiced on me prior to giving it to a teacher's meeting. I said maybe tone down the outfit, which was a DC Brainiac shirt and giant glasses she found at Goodwill, but other than that, perfect. So she gave it for the teachers and then the PTA. Next, the freaking school board. I'm sure they thought,","this weird girl is getting no dates, fine, let her fill her empty life. Then snoozed till the word competition came up, which meant going to other schools, on buses. Meaning money. They all said the same thing: This category is already covered in the budget. Gifted kids got to take a school trip in sixth or seventh. By high school, evidently if you're still gifted, you just need to get over that.Defeat only made Angus more determined. I didn't get it. I asked if she was jealous over me getting all my art"
"Maldo that cleaned the Jonesville Middle bathrooms in the mornings, Lee High in the afternoons. He'd get me there before lunchtime, so. Two whole hours of art. Afterward, I'd walk over to Lee Career and Tech and wait with Fish Head and those kids for our bus back to the middle school. One thing about Tech, that place was crawling with recruiters. Army, navy, these guys with their accents and complicated uniforms that made them seem not quite real. They had tables set up, wanting us to come sit down and chat, probably not realizing we weren't yet of age, just bussed-over seventh graders. And I'm going to tell you something, these military guys could look you in the eye and shame your ass: Is your dad at home right now in his boxers watching Spike TV? Did your mom get you diagnosed ADHD so you could get your Medicaid and see a doctor for the first time? Did you know less than half the people in this county have jobs? Evidently we take the prize of America, as regards unemployment. Answer to these","problems: Let's get you signed up. Probably Fish Head and them were counting the days.As far as my janitor ride, Mr. Maldo, he was quieter than anybody you ever saw. He would talk some to Ms. Annie and eat his lunch in her art room before getting on with his bathrooms. But he never said one word to me, all the mornings I rode in his truck. Otherwise a regular guy, with something going on with his left hand that was small and no muscle tone, but he still could do everything as far as driving and janitor."
", the guy spotting me saying Jesus, man, your face looks like a damn hemorrhoid. Laughing because it's so fucking good to hurt that bad. Most people never get anywhere close to being that much alive.Learning the plays by heart and then making them on the field, there are no words to describe. It's an act of magic to take an idea and turn it into bodies on bodies, a full-participation thing for all to see. Like what's said about the Bible, the word made flesh. Learning to read the QB's mind, knowing what he'll do almost before he does. The Generals were always a running team, but now the Demon was changing their game. Passes fired and completed, you'd hear the stands go dead for one heartbeat before they roared. Excuse me for saying, but damn, it's like an orgasm. To blow up a crowd by doing what nobody expected.Coach Winfield was like a father. Just guessing on that obviously, but he was the first and only man that ever saw what I could do. Not just do for him, there were those, many","in number. This kid can cut my tobacco, make me a buck, eat my shit. With Coach, everything we did, we did for God and country but specifically Lee County. More than once I got mentioned by name in the Courier, because who doesn't love the shooting star, ""From Foster Homes to Football Fame."" I got a tiny bit full of myself over that, but Coach was more so. If he had his eye on me at all times, driving me hardest, that was his patriotism. I knew he'd lost a lot in his life."
"hard for us. Now, versus the old days. I said maybe the difference was we could see now what all we were missing. With everybody else in the world being richer than us, doing all kinds of nonsense and getting away with it. It pisses you off. It makes you restless.Mr. Peg finished his Camel and stamped it out on the ground, shifting the heel of his old leather shoe side to side, grinding in slo-mo. Even for that small thing, he was hard pressed. ""Do you reckon we spoilt him?"" he asked. ""Me and his mammaw? Because I'll tell you something. She'll go to her grave a-wishing she done better for Mariah.""

I told him Mrs. Peggot had always treated me with the exact same niceness as Maggot whenever we were small, and I was glad of it. That as far as home life went, I had run the full gamut, and theirs was the best by far. I didn't think Maggot was mad or spoiled or anything like that. Just trying out being a different type person.""Well, what kind of gal is ever going to","have him like that? If he keeps on?""

I said maybe he was just having his wild oaks and would come around in time. Or else he'd find somebody. I reminded Mr. Peg of that thing people always say: There's a shoe out there for every foot. Mr. Peg said he used to think that, but now he wasn't sure if Maggot even wanted to find any shoe to fit him. And I didn't say so, but I kind of agreed on that. Or if he did, because honestly don't we all, probably Maggot"
"a grenade had gone off in my brain, I was expected to keep my voice down.""It was no big deal,"" May Ann said. ""They just went to the courthouse and then we had the family over. They picked up ribs at Fatback's. And then Linda's all like, That was brilliant, barbecue ribs, because she's wearing a white dress, and … why am I telling you all this?""

""I give up. Why?"" I was kind of seeing stars, the way a shock can make you somewhat go blind. As soon as that part was over, I knew I would feel like throwing up, laughing, crying, and jerking off in public. About equally.""Because, Linda said,"" May Ann rolled her eyes, ""Quote, do you still see that tall redhead kid Demon that's on the team, will you please tell him I done got married? Unquote.""

""Why would she mention me?""

""How should I know? Send her a present for the damn baby shower.""

I'd had no reason to think Linda had any feelings for me. None.","She never even wanted to go get McDonald's or drive around or anything. But to find out she was playing me utterly? The mystery of her thinking, plus no more of those phone calls, cold turkey, and nobody ever even knowing about it, was a black hole of misery. A huge thing that basically didn't happen.Angus came close in those days to knowing everything about me, but not this. I never told her about the Linda calls, too embarrassing. Even more so now. Dumb little horn dog boy that thought he was a man. The breakup, if you"
"school herself. But she did have three kids, so probably she'd wiped so many asses she got stuck that way. I didn't hold it against her. Coach Briggs's brother stayed upstairs in the office. Heart attack guy was a mystery. First they said he might come back by the end of summer. Then they all stopped talking about him.As far as customers, every kind of person came in. Older guys would want to chew the fat outside in the dock after I loaded their grain bags or headgates or what have you. I handled all the larger items. They complained about the weather or tobacco prices, but oftentimes somebody would recognize me and want to talk football. What was my opinion on our being a passing versus running team, etc. So that was amazing. Being known.



It was the voice that hit my ear like a bell, the day he came in. I knew it instantly. And that laugh. It always made you wish that whoever made him laugh like that, it had been you. I was stocking inventory in the home goods aisle, and moved around the end to where I could see","across the store. Over by the medications and vaccines that were kept in a refrigerator case, he was standing with his back to me, but that wild head of hair was the giveaway. And the lit-up face of Donnamarie, flirting so hard her bangs were standing on end. She was opening a case for him. Some of the pricier items were kept under lock and key. I debated whether to go over, but heard him say he needed fifty pounds of Hi-Mag mineral and a hundred pounds of pelleted beef feed, so I knew I"
"They were more like brother and sister, having this fight the entire evening where she says, ""I'm stupid obviously, but Jaylene Glass says it's not how you said,"" and he's like ""What isn't,"" and she's like ""You know what, the mouse deal,"" and he's like ""Cry me a river,"" and she's like ""You talk to her then,"" and he's like ""I don't think so.""

At a certain point he finished his Marlboros, crumpled the pack in his fist, and dropped it in her hand. Rose told me to let her out, and off she marches up the sidewalk, stick-thin girl with big farm-girl strides in her tight jeans and high-heel sandals. One block and two minutes later, she's back in the Lariat with a fresh pack and he's lighting up without word one of thanks. And I'm wishing I'd been quick enough to jump out and get them myself. That's how it was with Fast Forward, you wanted to be his foot soldier. I was proud to be a General of","the present day, but would have given anything to be as old as Big Bear, and the one to have been his left tackle.It wasn't till Rose got back in the cab, giving me a full front view, that I saw the scar running up the left side of her mouth. It dragged through both lips, leaving them out of whack in a kind of snarl. She was one of those heavy-makeup girls, majorly covered up, with the color boundary where the face meets the neck. Due to the scar, you have to think, but really it was not hideable. I"
