prefix,suffix
", stretches, and ultimately ruptures the ligaments that hold the bones of the foot together. When the talus—the saddle-shaped bone under the tibia that transfers body weight to the heel—finally collapses, the arch of the foot becomes as flat as an appam, then convex, like the bottom of a rocking chair. The body weight is no longer spread over the entire foot but concentrated on one spot, and a pressure-ulcer results. If neglected, the ulcer grows and turns gangrenous, forcing Rune to amputate. But it never hurts.
When she is thirty-five, in the year of our Lord 1923, she's pregnant again. It feels like a miracle. Her first clue is a metallic taste in her mouth, followed by her appetite walking away. When she tells her husband, he seems startled. She's tempted to say, Don't tell me you have no idea how it happened! But his worried expression stops her; there've been three miscarriages in the long years since Baby Mol was born, each bringing crushing sad","ness, a sense that she's being punished for JoJo. Her husband's fears are never spoken, but she knows how badly he wants a son to whom he can pass on the Parambil he created; a son who will care for his parents in their old age. If he is anxious, she's at peace, confident this pregnancy will come to term. Her certainty must come from God. Has it really been fifteen years since she brought a child into the world? Her only sadness is that her mother isn't with her. The cancer took her within two months of their visit"
"lumbers up to the house, ignoring the fresh coconut fronds Unni gathered for him. He seems to be waiting for the thamb'ran to emerge, perhaps to complain about being called an impostor. Big Ammachi takes a bucket of rice and ghee to Damo. He ignores it.
She makes her husband's favorite dish, erechi olarthiyathu. When he sits down at the table for dinner, on the verandah of the old section of the house, he doesn't seem to notice that Damo has made his way there, though Damo is impossible to ignore. As usual, as soon as the sizzling meat touches the banana leaf, her husband can't resist sampling it before she can serve rice. But then, to her utter astonishment, he spits it out. Since his lips don't seal well, he has a mess on his chin. He flings what's on the leaf to the muttam.
""This isn't fit for dogs!""
Caesar, their newest pye-dog, disagrees, racing up to lick the meat cubes off the","pebbles. Damodaran steps closer.
""Ayo! Why did you do that?"" She's never before raised her voice to her husband. She tastes the meat. ""For goodness' sake, there's nothing wrong with this! What got into you? I've been frying this dish just this way for nearly a quarter century!""
""Aah, isn't that my point? You've been making this dish for so long. You think by now you wouldn't make a careless mistake. So it must be deliberate.""
She looks at"
"humiliation.
Joppan's chest expands, and he bellows out in the loudspeaker voice of his for which he's notorious: ""TAKE THAT EGG ON YOUR HEAD AND EAT IT! WHO WANTS TO LEARN FROM AN IDIOT LIKE YOU?"" This blasphemy carries to the paddy field and Shamuel raises his head. The kaniyan lunges, swinging his cane. Joppan feints one way and jumps in the other and the kaniyan stumbles. Joppan's amplified guffaws as he struts off have the other children grinning. The teacher has a moment of doubt: Could Big Ammachi have sent the pulayan child? Parambil is known to give land to its pulayar, but does such eccentricity extend to educating them? She may pay my wages, but I'll starve before I raise up children of the mud.
At home Philipose spills angry tears and tells his mother all. The world's hypocrisy burns on his face. Big Ammachi holds her little boy","and rocks him. She's ashamed. The injustice he witnessed isn't the kaniyan's fault alone. Its roots are deep and so ancient that it feels like a law of nature, like rivers going to the sea. But the pain in those innocent eyes reminds her of what is so easy to forget: the caste system is an abomination. It is against everything in the Bible. Jesus chose poor fishermen and a tax collector as his disciples. And Paul said, ""There is neither Jew nor Gentile, neither slave nor free, nor is there male"
"idently Shamuel hasn't told Philipose what really happened. Her husband had stopped climbing in the last year of his life. But a week before he died, some impulse sent him aloft. The tree was as familiar to him as the bodies of the two women who bore him children. Decades ago he'd cut the wedges that serve as footholds. It wasn't the tree but his strength that betrayed him and he was stuck a quarter of the way up. Shamuel climbed after him, a loop of coir strung between his feet, jackknifing himself up till he reached the thamb'ran. Shamuel touched the thamb'ran's foot and got him to slide it down to the next toehold. ""Aah, aah, that's it. It's nothing for you, isn't it? Now the other . . . and slide the hands down."" She could only breathe when he was back on earth, the only place those feet belonged now. ""I cut down tender coconuts for you,"" her husband said to her, pointing vaguely behind him, but there were no coconuts. ""Aah",". I'm very happy for that,"" she replied. They walked back into the house hand in hand, not worrying about who was watching.
Philipose brings her back to earth. ""I may not want to climb that tree just yet. It's a bit high for me, isn't it?"" She detects the rare note of caution in her son's voice.
""For now, it is.""
""Ammachi, if he was strong enough to climb this tree . . . then why did he die?""
He catches her off guard. By her feet"
"
""He's a pulayan, that Kweek-achine!"" Odat Kochamma says. ""Who else sees his fate in dice? Who else will build their own coffin? Remember when Paulos pulayan was convinced a devil clung to his back? He could do nothing to get free. Finally he crawled into a slit in the rocks, a space so narrow the devil couldn't follow—""
""And lost half his skin and almost died from ant bites,"" Big Ammachi says.
""Aah, but he came out smiling! Devil was gone.""
Until now, the measure of the years at Parambil has been Easter and Christmas, births and deaths, floods and drought. But 1933 is the year of Moby-Dick. Halfway through the book, Big Ammachi wants Philipose to ask Koshy Saar if this Moby-Dick isn't all made up. ""It's entertaining. But isn't it one big lie? Ask him.""
Koshy Saar's response is indignant. ""It's fiction! Fiction is the great lie that tells","the truth about how the world lives!""
Fittingly, the monsoon comes to Travancore just as the Pequod sinks. In Parambil they don't notice the rain hammering down because Queequeg's coffin has become a life buoy for Ishmael, while Queequeg is last seen clinging to the mast. Four heads huddle under the lamp and over a book that only one of them can read. ""God keep their souls,"" Odat Kochamma says when it is over; Baby Mol is despondent, and"
"speed. Glancing to the side, Philipose sees the river churn white on the shore, tearing out a new bank. ""We're doomed!"" the boatman wails.
Philipose screams, ""Paddle! Paddle!"" Water hammers down from the sky. The river's roar is impossibly loud and it makes human groans. The canoe rises and drops, and Philipose feels his stomach fly to his mouth and he must clutch the baby tight to keep it from being flung free. Is it really possible to travel at this speed? A broad wall of water rises up on one side of them and the swell casually pours into the canoe. What was a roar has turned into an even louder hiss, as though she laughs at their folly. Philipose is experiencing true terror for the first time in his life.
""Shiva, Shiva!"" shrieks the boatman. ""We are going to die!""
Ammachi, I broke my promise. True, he didn't enter the water alone, but a useless boatman doesn't count. But I'm","not in the water, just on it. The useless boatman is beyond paddling, letting the boat twist and turn and be carried wherever the river chooses. The sight of the man infuriates Philipose. He is too proud to confess his fear, or acknowledge his mistake. He reaches forward and slaps the boatman's face as hard as he can. ""Show some real courage, idiot! Keep us straight! Are you only good for making fun of my swimming? Don't you want to save your child? Paddle.""
The boatman digs his oar into"
"table. For the children it was as though the scythe that swung through their house the month prior, taking away their beloved grandmother, had, on its backswing, cut down their mother. Rune swore to make the three-hour drive every weekend in the summer to keep a close eye on the family. They are barely coping.
By comparison, the years have been kinder to Rune. He built himself a small bungalow near the front wall, on the edge of the property, with its own entrance, separate enough from the leprosarium so his outside friends can visit easily. Saint Bridget's has an official car, gifted by the Swedish Mission, to complement the ancient Humber that Rune drives. Thanks to their poultry, the small dairy, the vegetable garden, and the orchard—all run by the flock—they are self-sufficient with excess to sell or give away. But not even a starving beggar will let his lips touch what comes from a leprosarium. The exception is Saint Bridget's plum wine, thanks to Chandy. On the first day of Lent, Chandy, alone in","the estate, found himself tremulous once more, at risk of a convulsion. To reduce temptation Leelamma had removed all liquor from the bungalow. But a few dusty bottles of Saint Bridget's plum wine escaped her notice; one glass cured Chandy's tremulousness. Chandy decided that, given its saintly origins, it could be consumed through Lent. He bought it by the case now. It caught on with the estate crowd, especially the ladies, because it was mild, delicious, and (so Chandy swore)"
". He tunnels under the skin through this incision by inserting and spreading the blades of closed scissors till he has created a pocket wide enough to admit Digby's hand. Then, with the inked handprint as his guide, he makes five stab incisions on the chest corresponding to the base of each finger. Now he feeds Digby's denuded hand into the skin pocket he just created, pulling each finger out through its stab incision. When he's done, Digby's hand sits tucked under a skin pouch on his chest, only the intact fingers peeking out, as though from a fingerless glove. My young Bonaparte, Rune thinks. He applies a plaster of Paris cast from above the shoulder to the elbow, and extending round the trunk, ensuring there can be no movement.
The next day, a groggy Digby walks the grounds, his hand imprisoned in his own marsupial pocket, his elbow, encased in plaster, winging out. As he passes the woodshop all work stops when the residents spot him. They emerge, and their lops","ided smiles and headshakes say, We've seen this trick before. But Digby hasn't. It's not in any textbook. They invite him inside, and chattering away in Malayalam, his hobbling escorts show him the lathe, the drill, the saw, and the unvarnished chair and table that their carpentry has produced; they hold up hands and feet to display Rune's carpentry on their flesh. He's struck by the generous reception. It isn't deference to his profession, since he"
"?
By the time Elsie leaves, Digby's paper has a few lines and many divots where the charcoal stick, grasped clumsily in his right hand, dug in too far. The image he had in mind, a Vandyke Carter–inspired profile of the muscles of the head and neck, met a roadblock on its journey from his brain to his fingers.
Digby picks up the sketch Elsie left behind. At first he thinks she's drawn a leper's hand. But those square nails, the puffy, discolored skin on the back, the suture marks—it's his hand. He stares in horrified fascination. The stiff, leaden, and bony appendage grasping a charcoal stick is the inverse of the hands in Michelangelo's Creation of Adam. The gift Elsie possesses is breathtaking. The young artist shows no revulsion, no recoiling from the subject—quite the opposite. With devastating accuracy and without judgment she has rendered Digby's hand the way it appears, and accepted it for what it is. He has yet to",".
That evening, a letter comes from Honorine; his clumsy efforts with the letter opener wind up tearing it down the middle. The commission ruled that Claude Arnold be dismissed from the Indian Medical Service. Jeb's family will be compensated generously for his wrongful death. ""God knows what Claude will do next,"" she writes.
It is little solace. Claude could operate again in private practice anywhere in the world. A murderously incompetent surgeon lives to kill again. And what are you, Digby? Something less than a murderer? The torn halves"
"perhaps thirty, tall, a handsome man. But the scarred hands that fumble with his buttons seem to belong to an old man; his eyes sit in dark hollows.
The boatman shouts, ""If he died, then who's this white man? Tell him to help us, for the love of God!""
""I'm not talking about this doctor. The other one, the big doctor. Now get out! No children, I told you.""
The white man winces at the raised voices. He takes in the bedraggled and winded strangers: one dark, short, shirtless, and thin; the other a boy in a soaked school uniform, his hair streaked down over his forehead. The boy holds a moribund baby with the glassy eyes of a mackerel on a fish stall.
""Gowon, give us peace!"" the white man says sternly in English to the shouting men, as he beckons Philipose to the light. His meaning is clear in any language. ""What in the world have we got here?"" the doctor says to himself, bending over the baby.
""The baby ceased its breathing,""","Philipose says. He colors as the doctor looks up, surprised. Philipose has never been this close to a white person, never conversed in English with a native speaker. He's even harbored doubts that there really is a world where people speak the language of Moby-Dick. ""Baby having much white . . . barnacles in his mouth and throat. Like whale blubber. But tough . . . like leather. I harpooned some and he breathed a little. Then presently it ceased again, sir.""
The doctor stares at the boy,"
"rist, its color matching the State Express 555 cigarettes in his paw. Philipose sits in the back next to a girl in a white-and-blue school uniform. She has shiny black hair parted in the center and pigtails hanging over her ears. Chandy's daughter, no doubt. She smiles at Dr. Kilgour, who waves at her. She's a few years younger than Philipose, but her direct manner and the frank way she studies him make her seem older. It makes him even more self-conscious: he has never had occasion to sit this close to a girl other than Baby Mol.
The rumble of the engine reminds Philipose of the roar of the river. Once they are moving, windows wide open, he leans his head out. The wind blows his hair off his forehead and pulls his cheeks back into a smile. This is his first-ever car ride.
Chandy's voice is equal to the engine. ""So, monay,"" he says over his shoulder. ""Doctor said you saved that kutty's life. Are you some sort of saint in disguise?""","He turns to grin at Philipose, a gold tooth flashing under a bushy mustache.
""Doctor's hands on top of mine showed me what to do.""
The daughter's fingers glide over the expanse of seat between them. Philipose watches in disbelief as they approach. Then her fingers are on top of his, pushing down his digits one after another, as though she's playing the harmonium. Before he can react, she takes her hand back, the experiment having concluded. She picks up a notebook.
""Monay?"" Chandy says"
"Cartwright (but not Llewellyn), Bee and Roger Dutton, the Isaacs, the Singhs—are seated around Lena's dining table, forearms resting on the damask cloth, the candelabra lighting their faces as in a Rembrandt painting. They toast Rune with plum wine and remember him with tears and laughter.
Digby is there too, having come three weeks earlier to occupy the guest cottage at AllSuch once more. He bears no resemblance to the shrouded, charred creature who sequestered himself in the Mylins' guest cottage from all but Cromwell until Rune took him away. This time he is with Franz and Lena for every meal; he has driven with Franz all over the estate, observed him in the tea-tasting room, and accompanied him to the weekly tea auction. At other times he has ridden with Cromwell on horseback, learning the intricacies of tea plucking, of harvesting cardamom and coffee. Early every morning he sketches in a disciplined way for an hour, seeking to restore fluid","ity, if not grace, to his fingers. His plan is to return to Madras and stay with Honorine—but the Mylins insisted he stay till Rune's birthday. Once his medical leave expires, he has no idea what will happen next.
Now, at the New Year's Eve dinner, a shy Digby, encouraged by the pleas of the guests, and with his inhibitions loosened by wine, conjures up the aspect of Rune only he knew. He speaks of Rune's surgical genius, Digby's gesturing"
"by His Excellency Sree Chithira Thirunal. They all expect the maharajah to look exactly like the ubiquitous tinted photograph displayed in schools, stores, and government offices: a placid face with ghee-fed cheeks, the head dwarfed by a bejeweled turban, and the chest full of medals and crossed by a sash. They're shocked instead to see a smart, self-confident, turbanless young man in his twenties spring out of the royal car, dressed in a spotless black jacket with a band collar, khaki jodhpurs, and polished brown shoes. His genuine curiosity and interest in every detail of each exhibit shames the audience into actually paying attention to what is displayed. The maharajah's affection for his people shows in those soft, friendly eyes and his shy smile. This same maharajah, just two years before, defied his relatives and advisors by bravely enacting the Temple Entry Proclamation, allowing all Hindus of all castes to enter temples. This revolutionary act angered the","Brahmins; it moved Gandhi to say it was the maharajah, not he, who deserved the title ""Mahatma,"" or Great Soul.
The young maharajah ensures that Uplift Master is by his side the entire visit, leaving the district functionaries to jockey with sharp elbows to get closer; His Excellency in his speech acknowledges Master by name, and hails Parambil's progressive spirit of village uplift as a ""model for Travancore."" The photograph of His Excellency with Uplift Master that runs in"
"Blossom unlocked a door in his imagination. Oh, the things his mind conjured up! When he was intimate with Shoshamma, he sometimes imagined Blossom saying naughty things in his ear, because with Shoshamma their intimacies took place in sepulchral silence. Now, at Parambil, even Blossom has faded. A fantasy far from its source is hard to sustain, just as winning the lottery doesn't bring happiness forever.
""Geography is destiny,"" his boss, J. J. Gilbert, loved to say. Uplift Master thinks it should be ""Geography is personality."" Because the Madras Shoshamma who bathed, chewed a clove, put on a fresh sari and jasmine in her hair before he returned from office, gave way to the Parambil Shoshamma, who wore the shapeless chatta and mundu. Gone was the sight of her bare midriff peeking between sari and blouse, or the way those garments accentuated her breasts and buttocks. In Madras they were occasional churchgoers but now Shosh","amma insisted they attend every Sunday and she instituted evening prayers. She was as loving and playful as ever, but she began meddling in affairs of business that she had always left to him. It was small things at first, like countermanding his orders to their pulayan. Then, not long ago, he returned from Trivandrum to find Shosh­amma had sold their entire coconut harvest to the trader Coconut Kurian. Uplift Master was stunned, hurt, and angry, but held his tongue. He decided to punish her with"
"nudges him, and points. ""Hey! Isn't that you? You're Philipose?"" Philipose looks up to find every single eye in the room on him. Gopal must have called his name. Philipose jumps up and says, ""Yes, sir?""
""Just say, 'Present,' "" Gopal says in a stern voice. ""Can you do that?""
""Present, sir.""
Professor Brattlestone looks at Philipose, for a long time. Once the man's gaze moves elsewhere, a flushed Philipose whispers to his seatmate, ""I didn't hear Gopal!""
""It's a small thing, not to worry,"" the fellow replies, even though his expression, one of pity and slight amusement, suggests the opposite. It wasn't a small thing. When everyone had turned to stare at him—Brattlestone too—Philipose had wished for a trapdoor to open under his chair. The class hasn't really begun, and yet he feels marked, like a man with crow shit on his head.
Brattlestone's welcome speech is lengthy.","It must be funny because the audience titters at several points. Philipose can hear him, but curiously he can't quite make out what he says except for occasional words here and there. Once Brattlestone leaves, Gopal pulls up his chair, takes out his lecture notes, and says, ""Take down!"" They sit poised, waiting. Then Gopal looks down at his notes, so from above Philipose sees only his bald spot. He begins to read his lecture notes, looking up occasionally to wag his head or emphasize a point. All around Philipose, pens scri"
"I am saying you will succeed! Never to give up!""
Crushing, Philipose has had aplenty. He'd wanted to sail the seas like Ishmael, but the Condition dashed that dream early. He told himself he'd explore the world by land, but here he is in Madras and already eager to return. He's had the crushing. What can success look like now? Janakiram has the answer. ""Success is not money! Success is you are fully loving what you are doing. That only is success!""
Back at the lodge, Mohan Nair has a train ticket for a little over a week from that day. ""It's a miracle. All are worried about Japanese bombing in Ceylon. All trains overbooked only. Speaking of that, let me show you something."" He takes him back into the curtained-off area behind the front desk, where Philipose is surprised to see not one but more than a dozen radios. ""I'm selling without any license. Nobody bothered with license till last week, till all this fear of Japanese. Everyone is wary. Oh, and no lic","enses to be had."" With a twist of the dial, Nair brings in an Englishman's voice. Philipose instinctively puts his hands on the radio. At once he's in the place where the sound originates, hearing it with his whole body. The dial turns to orchestral music. ""With a radio,"" Nair says, ""the world comes to your doorstep. You'll never get one cheaper.""
The next day, it pours, a strange and welcome sight. Roads are flooded. By evening the power is out all over Madras. Moore Market"
"? I've run away too, I suppose,"" says Young Miss when Meena asks. This startles her listeners. It's not surprising that a college-aged girl is traveling unaccompanied. The communal atmosphere of the third-class sleeper is safer than first class (there is no second class), where the individual private cabins have doors that lock, rendering a woman vulnerable to whoever gains entry. ""The nuns at college didn't care for me,"" she says. ""Perhaps because I didn't care for them.""
""And your good father and mother?""
""My mother is no more. My father won't be too happy.""
Philipose is thrilled to realize they are in a similar predicament. Her confession diminishes the sting of his retreat to Parambil. But Young Miss is weathering her return better. He notices the cross on her necklace; she must be a Saint Thomas Christian, though all conversation in this cubicle with passengers from Madras, Mangalore, Vijayawada, Bombay, and Travancore has been in English thus far.
Meena clucks sympathet","ically. ""Why college anyway? A waste. After wedding it won't matter.""
""I hope my father sees it that way. But I'm not ready for marriage, Meena. Not yet.""
Soon Meena stretches out and just the three snuff-sniffers are awake. Philipose's berth is the bench on which they sit; he can retire only when they do. Young Miss's pencil flies across the creamy pages of a notebook twice the size of his. Philipose wishes Arjun would go to his berth"
", her parting smile indelible in his memory.
The bus lurches to a stop and the driver streaks out behind some bushes. ""Had to go, is it?"" a woman grumbles. ""If men only knew how women suffer! 'Had to go' means you wait!"" The scent of his fellow passengers—coconut oil, wood smoke, sweat, betel leaf, and tobacco plugs—smothers him and brings him back to reality. Saint Thomas Christians are a relatively small community and rarely marry outside. Even so, Chandy, with his Chevrolet and his vast tea estate and his State Express 555 lifestyle, has many, many candidates to consider for his only daughter, all of whom will be boys who are extremely rich and incredibly accomplished, or at least extremely rich. At Parambil, they are very well off, but it doesn't compare to the likes of the Thetanatts.
The bus starts again, and the motion jump-starts a change in his attitude, a new resolve taking hold. I won't give her up. Elsie is beautiful, talented, willful. Surely","she felt their connection, felt that they shared more than just snuff. She must have recognized him at once, though she only revealed herself to him at journey's end. Elsie, I'll make a name for myself. I'll be worthy of you, he thinks. And then I'll have Big Ammachi approach Broker Aniyan to propose an alliance. The worst that can happen is your side says no. But at least I'll have tried, and you'll know I did. ""But, oh, Elsie, please wait. Give me at least a few years."""
"Travancore Royal Family. His foresight in having his own printing press allowed him to widely distribute prints of his paintings. He portrayed his Lakshmi with distinctive Malayali features: a wide cherub's face, thick, dark eyebrows framing doe eyes, and long wavy hair that reached beyond her hips. Given Varma's popularity and shrewd business sense, his Malayali Lakshmi is the Lakshmi embedded in the consciousness of Hindus all over India. Philipose thinks Lizzi has no idea how pretty she is; she is humble and quite the opposite of her boastful husband. Big Ammachi adores Lizzi and treats her like a daughter. Lizzi spends a lot of time in Big Ammachi's kitchen, and when Kora is gone overnight on some new ""business"" of his, Lizzi sleeps with Big Ammachi and Baby Mol. The only good thing one can say about Kora is that he adores his wife; for all his failings, one must grudgingly admire his devotion to her.
""Kora,"" Uplift","Master says, ""with your maharajah connections didn't you know that Trivandrum has electricity? The diwan has a campaign to electrify all of Travancore."" The diwan is the chief executive of the maharajah's government.
""Who said?"" Kora's tone is challenging, but it's clearly news to him.
""Chaa! There are thermal generators already at Kollam and Kottayam! And here I thought you had your fingers on the pulse of Trivandrum.""
Georgie, sitting next to"
", it's not some alliance they spent months planning. It must have just happened.""
""Where's the wedding? At their CSI church? I'm going.""
""Don't be silly. It doesn't work that way.""
""I'm going anyway,"" he says peevishly. ""Joppan will be glad to see me.""
""No, you are not,"" his mother says firmly. ""That family means too much to us. Don't embarrass them just because you don't understand your place.""
After the wedding, the new couple and the groom's parents come calling, bearing jaggery sweets. Joppan grins sheepishly as he squeezes Philipose's hand. He murmurs, ""I told you I would.""
""You said you might!""
His bride, Ammini, is shy, and keeps her head covered so Philipose never gets a good look at her. Shamuel beams as if all his worries are over and he holds his son's hand affectionately. Big Ammachi presents the couple with three bolts of cotton, a shiny","new set of brass vessels, and a fat envelope. Joppan brings his palms together and bends to touch her feet, but she stops him. Shamuel and Sara run their hands over the gifts like excited children. Philipose marvels at his mother's foresight. After they leave, she tells him that she's given Shamuel a rectangular house plot behind his own for him to build a separate dwelling for Joppan and his new daughter-in-law if he wants to, or to give to the couple outright.
One year and four months"
"Please examine carefully, ladies and gentlemen; satisfy yourself that nothing is concealed. He reaches for her ear, producing the coin and putting it in her palm.
One of the ancient ammachis brings a hand to her mouth, as if she's just witnessed a rape. ""Did you see that?"" The others did not.
""Aah, he did something! Putting this here-there!""
""It was magic,"" Philipose says at last, conquering speech. His words come out in English, not a deliberate choice, but a good one, as it turns out, if they want privacy. Elsie takes Philipose's hand and turns it over.
""You have nice hands. Hands interest me,"" she says in English. It was English they had spoken on the train too. He remembers her voice. Its slow, seductive timbre requires him to watch her lips carefully. ""I noticed yours the first time I saw you.""
""And I yours when you traced that snuffbox,"" he says.
He notices a fleck of green paint on her palm. His skin tingles where she touched him.
""I have notebooks","filled with drawings of hands,"" Elsie says. He asks why. ""I suppose because anything I draw or paint begins with my hands. Sometimes I feel my hand leads and my mind follows. Without a hand I'd have nothing.""
""I have a notebook on feet,"" he says. ""Feet reveal character. You could be a king or bishop and adorn your hands with jewels. But feet are your unadorned self, regardless of who you proclaim yourself to be.""
She leans forward to look down at their bare feet. She slides a foot alongside his. Her"
"of Decency Kochamma's uninhibited laughter, a beautiful high-pitched peal that no one knew she possessed. Chandy's ""estate punch,"" a plum wine named for a saint, is a hit on the women's side.
On the elevated platform, Philipose and Elsie receive a dizzying line of guests, including Chandy's estate friends, several white couples among them. Philipose spots Shamuel outside the pandal, looking regal in the bright, mustard-colored silk juba that Philipose bought for him and a dazzling white mundu. He scowls and doesn't budge when Philipose waves him over. His expression says the thamb'ran ought to know better. So Philipose drags Elsie outside, putting his arm around Shamuel to hug the old man, not just out of love, but because he was about to flee.
""Elsie, this is Shamuel, the only father I've really known."" Shamuel's shock at their approach changes to consternation at the little thamb'ran's blasphemy",". He can hardly look Elsie in the eyes, as his palms come together by his chin. She reciprocates, then bends to touch his feet. With a shriek, Shamuel is forced to grab her hands to stop her. She holds onto his hands, bows her head, and murmurs, ""Give us your blessing."" Wordlessly, unable to deny her, his lips quivering, his trembling weathered hands hover over both their heads. Philipose tries to hug him, but Shamuel pushes him away roughly, feigning anger. He"
". . please keep your word about my art?""
He hears her faintly outside chatting with Baby Mol, and then with Big Ammachi and Lizzi, their voices bright, happy, hers low-pitched, easier to discern than theirs.
The photographer has come and gone, and weeks and months pass. Every night in the sleepy aftermath of their lovemaking, Philipose tells himself he'll make secret arrangements with Shamuel so his beautiful wife might wake in a pool of light and find that her husband is a man of his word. Elsie doesn't seem to ever think about the tree. It never comes up. But Philipose can't get it out of his head.
The radio spills jazz by a duke from America named Ellington. Philipose sits up close to it, Elsie sketching beside him. He peeks to see what's being born on the page: it's him, bent over the radio, his hair falling into his eyes. A shiver runs through him—pride in her, but also a disquiet that he struggles to name. The sketch flatters him—strong lines for his jaw","and delicate ones for lips that are full and sensuous. But whether she knows it or not, she's captured his confusion, his secret fears. He, a flawed mortal—not Emperor Shah Jahan or a genie after all—is dwarfed by her talent; he's no longer sure of himself, searching for the right way to be with her, to be worthy of her.
Inspired by her, Philipose works harder than ever. But work is her resting state, as unconscious as breathing, while he, by comparison, wields his pen"
"the world come to us,"" he hears himself say at last, and it sounds haughty and harsh. Elsie flinches. It was a silly thing to say, and he knows it. But having said it, he's cornered. There is no retreat. ""I have everything I need here. Don't you? I visit every place in the wide world through the radio.""
The woman he adores stares at him as though she doesn't recognize him.
""Philipose,"" she says after a while, her voice quiet, so he has to focus on her lips. Her hand reaches out tentatively, like a child about to pet a beloved dog who is behaving strangely. ""Philipose, it's all right. We'd be going by car. No boat, no rivers to—""
This allusion to his other handicap further shames his shrinking, retreating, anxious self, and an ugly defensive and reflexive response bubbles out before he can pull it back. ""Elsie, I forbid it,"" says someone he doesn't recognize, someone using his lips and his voice. The words","sound awful as they leave his tongue. ""I forbid you to go."" There. He's done it.
Her hand recoils. Her features become still. He watches her retreat to that place that's closed to him. She turns away while saying something he misses. ""Elsie, what was that?""
She squares herself to him, her head held high. The words he reads off her lips and that also arrive at his ear are without malice, without rancor, with nothing except sadness. ""I said that I'm going to see my father.""
That night"
"eyes squeezed shut, his skin pale against his mother's bare skin. It's all wrong, Big Ammachi thinks. Too early, too small, too blue, too cold, and the father isn't here. The words ""Maron Yesu Mishiha"" are meant to be spoken in the infant's ear by a male relative or priest. She marvels at Odat Kochamma's quick thinking: time was of the essence, and they had both been sure this one would be on his way back to his heavenly father before his earthly one came back from the post office.
Elsie's lip trembles and she looks anxiously to the older women for some sign of what comes next. Big Ammachi says, ""He'll hear your heartbeat, molay. He'll warm up."" Odat Kochamma wordlessly removes Elsie's wedding ring, scrapes a fleck of gold from the inside, puts it in a drop of honey, and with her fingertip dabs it onto the child's lip, for every child in the Saint Thomas Christian fold must have his taste of good fortune, if only","briefly.
Odat Kochamma intercepts Philipose before he enters the house. He listens carefully then says, ""Does Elsie know that the child might die?"" Odat Kochamma pretends not to hear.
Elsie knows. He sees it in the way her face collapses when he enters. He presses his cheek to hers. He peeks at their son. The strength in his legs vanishes.
Three hours later, Baby Ninan is still of this world, his fingertips less blue and his breathing regular but rapid against Elsie's body. She tries him"
"s fearful of returning to Madras, and he can't hide it. But he's more fearful of losing her, fearful that she'll outgrow him.
That night, atypically, Ninan climbs onto his mother's chest and stays put, glued there, his legs curled up till he falls asleep, reminding his parents of the time he lived bound to that spot. Elsie says, ""It would have been a shock for him if I was away even for a night. I would have missed him too."" She looks up at Philipose mischievously. ""Would you have missed me if I had gone alone?""
""Terribly! And I would have tortured myself with jealousy imagining you sniffing snuff with a stranger. I would probably have jumped on the next train to join you.""
She smiles. She looks down at Ninan. ""Well, if we'd gone, at least we'd have missed him together. And we could have replaced painful memories in that city with new ones.""
Philipose says, ""I know. But let's visit some other city first.","Save Madras for when I feel more resilient.""
Six weeks later, when he comes to bed and turns out the light, Elsie says, ""My father's driver brought a letter today when you went out with Uplift Master. The Portrait of Lizzi won the gold medal at the Madras exhibition. And the Decency Kochamma portrait got Honorable Mention.""
He sits bolt upright. ""What? Only now you tell me? I must wake Ammachi, I must—"" She puts a finger on his lips. She insists it can wait"
"in the sky a raptor is motionless on outstretched wings, riding the steady draft. The sky in the distance is reddish, and darker. A flash of light sends a ripple of excitement through the observers. They relish these minutes before the deluge, forgetting they will soon be wistful for clothes to dry properly and not have that mildewed, musty, last-century scent; they'll curse doors and drawers that are stuck like breech babies. For now such memories are buried. The wind blusters erratically and Philipose fights for balance. A disoriented bird tries to fly into the wind, but the gust lifts a wingtip and sends it cartwheeling.
Now Shamuel is beside him, his skin flecked with white sap, grinning at the sky. At last, the leading edge of a dark mountain of cloud approaches, a black god—oh, fickle believers, why did you doubt its coming? It seems miles away, but also already on them, because it's raining, blessed rain, sideways rain, rain from below, new","rain, not the kind you can run away from, and not the kind you ward off with an umbrella. Philipose holds his face up, even as Shamuel watches him, smiling, murmuring, ""Eyes open!""
Yes, old man, yes, eyes open to this precious land and its people, to the covenant of water, water that washes away the sins of the world, water that will gather in streams, ponds, and rivers, rivers that float the seas, water that I will never enter.
He hurries back to the house, Sh"
